id,set,phase,question_type,topic,source_area,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,search_keywords,story_hint
FB01R-032,FinalBoost_Set01_Rebuild,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,画像認識,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,G検定でセマンティックセグメンテーションとインスタンスセグメンテーションを見分ける場合、前者は（　1　）、後者は（　2　）と押さえるのが最も適切である。,画素ごとのクラス付与／個体の区別,個体の区別／画素ごとのクラス付与,重みを大きくしすぎない制約／複雑な表現力,導入する関数／一部ユニットのランダム無効化,A,セマンティックセグメンテーションの要点は「画素ごとのクラス付与」、インスタンスセグメンテーションの要点は「個体の区別」である。似た用語ほど対応関係で覚える。,正解。,不適切。個体の区別／画素ごとのクラス付与は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。重みを大きくしすぎない制約／複雑な表現力は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。導入する関数／一部ユニットのランダム無効化は、（1）と（2）の対応関係がこの設問の文脈と合わない。,セマンティックセグメンテーションとインスタンスセグメンテーションの対応を逆にする選択肢がひっかけ。,画像認識;セマンティックセグメンテーション;インスタンスセグメンテーション;穴埋め;対応関係;G検定,さいはての未来では、イオが似ている2概念を並べて観測する。四年五組なら、カサネが「1つ目と2つ目が逆」と静かに戻す。
FB01R-033,FinalBoost_Set01_Rebuild,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,系列モデル,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,RNNでは（　1　）が重要であり、LSTMでは（　2　）が重要である。この2つの空欄に入る組合せとして最も適切なのはどれか。,系列を順に扱う／ゲートで長期依存を扱いやすい,ゲートで長期依存を扱いやすい／系列を順に扱う,画素ごとのクラス付与／順序情報の補足,トークン間関係の重み付け／個体の区別,A,RNNは「系列を順に扱う」、LSTMは「ゲートで長期依存を扱いやすい」と対応づける。系列データ向けの基本モデルと長期依存への工夫を入れ替えないこと。,正解。,不適切。ゲートで長期依存を扱いやすい／系列を順に扱うは、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。画素ごとのクラス付与／順序情報の補足は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。トークン間関係の重み付け／個体の区別は、（1）と（2）の対応関係がこの設問の文脈と合わない。,RNNとLSTMの対応を逆にする選択肢がひっかけ。,系列モデル;RNN;LSTM;穴埋め;対応関係;G検定,さいはての未来では、イオが似ている2概念を並べて観測する。四年五組なら、カサネが「1つ目と2つ目が逆」と静かに戻す。
FB01R-034,FinalBoost_Set01_Rebuild,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,系列モデル,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,G検定でRNNとLSTMを見分ける場合、前者は（　1　）、後者は（　2　）と押さえるのが最も適切である。,系列を順に扱う／ゲートで長期依存を扱いやすい,ゲートで長期依存を扱いやすい／系列を順に扱う,LLMが扱う単位／補助的対策,アクセス制御の本体／未知語に対応しやすい分割,A,RNNの要点は「系列を順に扱う」、LSTMの要点は「ゲートで長期依存を扱いやすい」である。似た用語ほど対応関係で覚える。,正解。,不適切。ゲートで長期依存を扱いやすい／系列を順に扱うは、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。LLMが扱う単位／補助的対策は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。アクセス制御の本体／未知語に対応しやすい分割は、（1）と（2）の対応関係がこの設問の文脈と合わない。,RNNとLSTMの対応を逆にする選択肢がひっかけ。,系列モデル;RNN;LSTM;穴埋め;対応関係;G検定,さいはての未来では、イオが似ている2概念を並べて観測する。四年五組なら、カサネが「1つ目と2つ目が逆」と静かに戻す。
FB01R-035,FinalBoost_Set01_Rebuild,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,Transformer,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,自己注意では（　1　）が重要であり、位置エンコーディングでは（　2　）が重要である。この2つの空欄に入る組合せとして最も適切なのはどれか。,トークン間関係の重み付け／順序情報の補足,順序情報の補足／トークン間関係の重み付け,文書の分割単位／生成器と識別器の競合,ノイズ除去過程／検索条件や属性情報,A,自己注意は「トークン間関係の重み付け」、位置エンコーディングは「順序情報の補足」と対応づける。文脈内の関係を見る仕組みと語順を補う情報を入れ替えないこと。,正解。,不適切。順序情報の補足／トークン間関係の重み付けは、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。文書の分割単位／生成器と識別器の競合は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。ノイズ除去過程／検索条件や属性情報は、（1）と（2）の対応関係がこの設問の文脈と合わない。,自己注意と位置エンコーディングの対応を逆にする選択肢がひっかけ。,Transformer;自己注意;位置エンコーディング;穴埋め;対応関係;G検定,さいはての未来では、イオが似ている2概念を並べて観測する。四年五組なら、カサネが「1つ目と2つ目が逆」と静かに戻す。
FB01R-036,FinalBoost_Set01_Rebuild,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,Transformer,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,G検定で自己注意と位置エンコーディングを見分ける場合、前者は（　1　）、後者は（　2　）と押さえるのが最も適切である。,トークン間関係の重み付け／順序情報の補足,順序情報の補足／トークン間関係の重み付け,ランダム性の調整／原因と結果の関係,一緒に変化する関係／低温度で高まりやすい性質,A,自己注意の要点は「トークン間関係の重み付け」、位置エンコーディングの要点は「順序情報の補足」である。似た用語ほど対応関係で覚える。,正解。,不適切。順序情報の補足／トークン間関係の重み付けは、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。ランダム性の調整／原因と結果の関係は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。一緒に変化する関係／低温度で高まりやすい性質は、（1）と（2）の対応関係がこの設問の文脈と合わない。,自己注意と位置エンコーディングの対応を逆にする選択肢がひっかけ。,Transformer;自己注意;位置エンコーディング;穴埋め;対応関係;G検定,さいはての未来では、イオが似ている2概念を並べて観測する。四年五組なら、カサネが「1つ目と2つ目が逆」と静かに戻す。
FB01R-037,FinalBoost_Set01_Rebuild,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,LLM構造,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,BERTでは（　1　）が重要であり、GPTでは（　2　）が重要である。この2つの空欄に入る組合せとして最も適切なのはどれか。,エンコーダ型／デコーダ型,デコーダ型／エンコーダ型,生成器と識別器／要約評価で使われる,翻訳評価で使われる／エンコーダとデコーダ,A,BERTは「エンコーダ型」、GPTは「デコーダ型」と対応づける。双方向文脈を使う代表と次トークン予測の代表を入れ替えないこと。,正解。,不適切。デコーダ型／エンコーダ型は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。生成器と識別器／要約評価で使われるは、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。翻訳評価で使われる／エンコーダとデコーダは、（1）と（2）の対応関係がこの設問の文脈と合わない。,BERTとGPTの対応を逆にする選択肢がひっかけ。,LLM構造;BERT;GPT;穴埋め;対応関係;G検定,さいはての未来では、イオが似ている2概念を並べて観測する。四年五組なら、カサネが「1つ目と2つ目が逆」と静かに戻す。
FB01R-038,FinalBoost_Set01_Rebuild,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,LLM構造,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,G検定でBERTとGPTを見分ける場合、前者は（　1　）、後者は（　2　）と押さえるのが最も適切である。,エンコーダ型／デコーダ型,デコーダ型／エンコーダ型,不要な接続の削減／データ資産の一覧管理,加工の来歴／低精度表現,A,BERTの要点は「エンコーダ型」、GPTの要点は「デコーダ型」である。似た用語ほど対応関係で覚える。,正解。,不適切。デコーダ型／エンコーダ型は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。不要な接続の削減／データ資産の一覧管理は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。加工の来歴／低精度表現は、（1）と（2）の対応関係がこの設問の文脈と合わない。,BERTとGPTの対応を逆にする選択肢がひっかけ。,LLM構造;BERT;GPT;穴埋め;対応関係;G検定,さいはての未来では、イオが似ている2概念を並べて観測する。四年五組なら、カサネが「1つ目と2つ目が逆」と静かに戻す。
FB01R-039,FinalBoost_Set01_Rebuild,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,トークン化,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,トークンでは（　1　）が重要であり、サブワードでは（　2　）が重要である。この2つの空欄に入る組合せとして最も適切なのはどれか。,LLMが扱う単位／未知語に対応しやすい分割,未知語に対応しやすい分割／LLMが扱う単位,一緒に変化する関係／集中計算資源の利用,端末側推論／原因と結果の関係,A,トークンは「LLMが扱う単位」、サブワードは「未知語に対応しやすい分割」と対応づける。文字列を分けた単位とBPEなどで使われる粒度を入れ替えないこと。,正解。,不適切。未知語に対応しやすい分割／LLMが扱う単位は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。一緒に変化する関係／集中計算資源の利用は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。端末側推論／原因と結果の関係は、（1）と（2）の対応関係がこの設問の文脈と合わない。,トークンとサブワードの対応を逆にする選択肢がひっかけ。,トークン化;トークン;サブワード;穴埋め;対応関係;G検定,さいはての未来では、イオが似ている2概念を並べて観測する。四年五組なら、カサネが「1つ目と2つ目が逆」と静かに戻す。
FB01R-040,FinalBoost_Set01_Rebuild,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,トークン化,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,G検定でトークンとサブワードを見分ける場合、前者は（　1　）、後者は（　2　）と押さえるのが最も適切である。,LLMが扱う単位／未知語に対応しやすい分割,未知語に対応しやすい分割／LLMが扱う単位,予測確率の信頼性／全AIを同じ深さで扱う,高リスクを重点管理／モデルが出す確信度,A,トークンの要点は「LLMが扱う単位」、サブワードの要点は「未知語に対応しやすい分割」である。似た用語ほど対応関係で覚える。,正解。,不適切。未知語に対応しやすい分割／LLMが扱う単位は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。予測確率の信頼性／全AIを同じ深さで扱うは、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。高リスクを重点管理／モデルが出す確信度は、（1）と（2）の対応関係がこの設問の文脈と合わない。,トークンとサブワードの対応を逆にする選択肢がひっかけ。,トークン化;トークン;サブワード;穴埋め;対応関係;G検定,さいはての未来では、イオが似ている2概念を並べて観測する。四年五組なら、カサネが「1つ目と2つ目が逆」と静かに戻す。
FB01R-041,FinalBoost_Set01_Rebuild,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,LLM学習,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,事前学習では（　1　）が重要であり、ファインチューニングでは（　2　）が重要である。この2つの空欄に入る組合せとして最も適切なのはどれか。,大量データで一般表現を学ぶ／用途に合わせて追加学習,用途に合わせて追加学習／大量データで一般表現を学ぶ,翻訳評価で使われる／学習参加有無の推定,訓練データ特徴の推定／要約評価で使われる,A,事前学習は「大量データで一般表現を学ぶ」、ファインチューニングは「用途に合わせて追加学習」と対応づける。広い言語パターンの獲得と特定タスクへの適応を入れ替えないこと。,正解。,不適切。用途に合わせて追加学習／大量データで一般表現を学ぶは、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。翻訳評価で使われる／学習参加有無の推定は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。訓練データ特徴の推定／要約評価で使われるは、（1）と（2）の対応関係がこの設問の文脈と合わない。,事前学習とファインチューニングの対応を逆にする選択肢がひっかけ。,LLM学習;事前学習;ファインチューニング;穴埋め;対応関係;G検定,さいはての未来では、イオが似ている2概念を並べて観測する。四年五組なら、カサネが「1つ目と2つ目が逆」と静かに戻す。
FB01R-042,FinalBoost_Set01_Rebuild,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,LLM学習,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,G検定で事前学習とファインチューニングを見分ける場合、前者は（　1　）、後者は（　2　）と押さえるのが最も適切である。,大量データで一般表現を学ぶ／用途に合わせて追加学習,用途に合わせて追加学習／大量データで一般表現を学ぶ,判断根拠を示すこと／複数センサーの統合,自己位置推定と地図作成／原因であることの証明,A,事前学習の要点は「大量データで一般表現を学ぶ」、ファインチューニングの要点は「用途に合わせて追加学習」である。似た用語ほど対応関係で覚える。,正解。,不適切。用途に合わせて追加学習／大量データで一般表現を学ぶは、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。判断根拠を示すこと／複数センサーの統合は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。自己位置推定と地図作成／原因であることの証明は、（1）と（2）の対応関係がこの設問の文脈と合わない。,事前学習とファインチューニングの対応を逆にする選択肢がひっかけ。,LLM学習;事前学習;ファインチューニング;穴埋め;対応関係;G検定,さいはての未来では、イオが似ている2概念を並べて観測する。四年五組なら、カサネが「1つ目と2つ目が逆」と静かに戻す。
FB01R-043,FinalBoost_Set01_Rebuild,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,RAG,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,RAGでは（　1　）が重要であり、ファインチューニングでは（　2　）が重要である。この2つの空欄に入る組合せとして最も適切なのはどれか。,外部文書の検索利用／モデル重みの更新,モデル重みの更新／外部文書の検索利用,監視や再学習を含む運用／通常と違う状態の発見,将来需要の見積もり／作って終わる考え方,A,RAGは「外部文書の検索利用」、ファインチューニングは「モデル重みの更新」と対応づける。検索で知識を補う方法と学習でモデルを変える方法を入れ替えないこと。,正解。,不適切。モデル重みの更新／外部文書の検索利用は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。監視や再学習を含む運用／通常と違う状態の発見は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。将来需要の見積もり／作って終わる考え方は、（1）と（2）の対応関係がこの設問の文脈と合わない。,RAGとファインチューニングの対応を逆にする選択肢がひっかけ。,RAG;RAG;ファインチューニング;穴埋め;対応関係;G検定,さいはての未来では、イオが似ている2概念を並べて観測する。四年五組なら、カサネが「1つ目と2つ目が逆」と静かに戻す。
FB01R-044,FinalBoost_Set01_Rebuild,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,RAG,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,G検定でRAGとファインチューニングを見分ける場合、前者は（　1　）、後者は（　2　）と押さえるのが最も適切である。,外部文書の検索利用／モデル重みの更新,モデル重みの更新／外部文書の検索利用,人間確認を組み込む／精度やF値などの指標,業務目的に対応する指標／人間を排除する,A,RAGの要点は「外部文書の検索利用」、ファインチューニングの要点は「モデル重みの更新」である。似た用語ほど対応関係で覚える。,正解。,不適切。モデル重みの更新／外部文書の検索利用は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。人間確認を組み込む／精度やF値などの指標は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。業務目的に対応する指標／人間を排除するは、（1）と（2）の対応関係がこの設問の文脈と合わない。,RAGとファインチューニングの対応を逆にする選択肢がひっかけ。,RAG;RAG;ファインチューニング;穴埋め;対応関係;G検定,さいはての未来では、イオが似ている2概念を並べて観測する。四年五組なら、カサネが「1つ目と2つ目が逆」と静かに戻す。
FB01R-045,FinalBoost_Set01_Rebuild,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,RAG,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,チャンクでは（　1　）が重要であり、メタデータでは（　2　）が重要である。この2つの空欄に入る組合せとして最も適切なのはどれか。,文書の分割単位／検索条件や属性情報,検索条件や属性情報／文書の分割単位,データを各組織に残す／自動確定しない判断,未知入力の検知／ノイズで個人影響を隠す,A,チャンクは「文書の分割単位」、メタデータは「検索条件や属性情報」と対応づける。検索しやすく切った単位と部署や版などの付加情報を入れ替えないこと。,正解。,不適切。検索条件や属性情報／文書の分割単位は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。データを各組織に残す／自動確定しない判断は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。未知入力の検知／ノイズで個人影響を隠すは、（1）と（2）の対応関係がこの設問の文脈と合わない。,チャンクとメタデータの対応を逆にする選択肢がひっかけ。,RAG;チャンク;メタデータ;穴埋め;対応関係;G検定,さいはての未来では、イオが似ている2概念を並べて観測する。四年五組なら、カサネが「1つ目と2つ目が逆」と静かに戻す。
FB01R-046,FinalBoost_Set01_Rebuild,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,RAG,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,G検定でチャンクとメタデータを見分ける場合、前者は（　1　）、後者は（　2　）と押さえるのが最も適切である。,文書の分割単位／検索条件や属性情報,検索条件や属性情報／文書の分割単位,既存表現との類似や依拠／グループ分け,正解ラベルなし／利用条件の確認,A,チャンクの要点は「文書の分割単位」、メタデータの要点は「検索条件や属性情報」である。似た用語ほど対応関係で覚える。,正解。,不適切。検索条件や属性情報／文書の分割単位は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。既存表現との類似や依拠／グループ分けは、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。正解ラベルなし／利用条件の確認は、（1）と（2）の対応関係がこの設問の文脈と合わない。,チャンクとメタデータの対応を逆にする選択肢がひっかけ。,RAG;チャンク;メタデータ;穴埋め;対応関係;G検定,さいはての未来では、イオが似ている2概念を並べて観測する。四年五組なら、カサネが「1つ目と2つ目が逆」と静かに戻す。
FB01R-047,FinalBoost_Set01_Rebuild,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,RAG安全,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,検索時権限では（　1　）が重要であり、プロンプト注意書きでは（　2　）が重要である。この2つの空欄に入る組合せとして最も適切なのはどれか。,アクセス制御の本体／補助的対策,補助的対策／アクセス制御の本体,AIを過信する傾向／パラメータを変える処理,予測と正解のずれ／人間を判断に関与させる設計,A,検索時権限は「アクセス制御の本体」、プロンプト注意書きは「補助的対策」と対応づける。見える文書を制御する仕組みと単独では漏えい対策として弱い指示を入れ替えないこと。,正解。,不適切。補助的対策／アクセス制御の本体は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。AIを過信する傾向／パラメータを変える処理は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。予測と正解のずれ／人間を判断に関与させる設計は、（1）と（2）の対応関係がこの設問の文脈と合わない。,検索時権限とプロンプト注意書きの対応を逆にする選択肢がひっかけ。,RAG安全;検索時権限;プロンプト注意書き;穴埋め;対応関係;G検定,さいはての未来では、イオが似ている2概念を並べて観測する。四年五組なら、カサネが「1つ目と2つ目が逆」と静かに戻す。
FB01R-048,FinalBoost_Set01_Rebuild,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,RAG安全,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,G検定で検索時権限とプロンプト注意書きを見分ける場合、前者は（　1　）、後者は（　2　）と押さえるのが最も適切である。,アクセス制御の本体／補助的対策,補助的対策／アクセス制御の本体,誤分類を狙う微小摂動／クラスと位置の推定,画像全体のクラス推定／偶然混じる乱れ,A,検索時権限の要点は「アクセス制御の本体」、プロンプト注意書きの要点は「補助的対策」である。似た用語ほど対応関係で覚える。,正解。,不適切。補助的対策／アクセス制御の本体は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。誤分類を狙う微小摂動／クラスと位置の推定は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。画像全体のクラス推定／偶然混じる乱れは、（1）と（2）の対応関係がこの設問の文脈と合わない。,検索時権限とプロンプト注意書きの対応を逆にする選択肢がひっかけ。,RAG安全;検索時権限;プロンプト注意書き;穴埋め;対応関係;G検定,さいはての未来では、イオが似ている2概念を並べて観測する。四年五組なら、カサネが「1つ目と2つ目が逆」と静かに戻す。
FB01R-049,FinalBoost_Set01_Rebuild,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,生成AIリスク,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,ハルシネーションでは（　1　）が重要であり、根拠確認では（　2　）が重要である。この2つの空欄に入る組合せとして最も適切なのはどれか。,根拠のない生成／対策の基本,対策の基本／根拠のない生成,外部部品／モデル重みの更新,外部文書の検索利用／安全上の弱点確認,A,ハルシネーションは「根拠のない生成」、根拠確認は「対策の基本」と対応づける。もっともらしい誤りと事実確認の導線を入れ替えないこと。,正解。,不適切。対策の基本／根拠のない生成は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。外部部品／モデル重みの更新は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。外部文書の検索利用／安全上の弱点確認は、（1）と（2）の対応関係がこの設問の文脈と合わない。,ハルシネーションと根拠確認の対応を逆にする選択肢がひっかけ。,生成AIリスク;ハルシネーション;根拠確認;穴埋め;対応関係;G検定,さいはての未来では、イオが似ている2概念を並べて観測する。四年五組なら、カサネが「1つ目と2つ目が逆」と静かに戻す。
FB01R-050,FinalBoost_Set01_Rebuild,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,生成AIリスク,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,G検定でハルシネーションと根拠確認を見分ける場合、前者は（　1　）、後者は（　2　）と押さえるのが最も適切である。,根拠のない生成／対策の基本,対策の基本／根拠のない生成,自己位置推定と地図作成／機械処理前の確認,形式を固定する工夫／複数センサーの統合,A,ハルシネーションの要点は「根拠のない生成」、根拠確認の要点は「対策の基本」である。似た用語ほど対応関係で覚える。,正解。,不適切。対策の基本／根拠のない生成は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。自己位置推定と地図作成／機械処理前の確認は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。形式を固定する工夫／複数センサーの統合は、（1）と（2）の対応関係がこの設問の文脈と合わない。,ハルシネーションと根拠確認の対応を逆にする選択肢がひっかけ。,生成AIリスク;ハルシネーション;根拠確認;穴埋め;対応関係;G検定,さいはての未来では、イオが似ている2概念を並べて観測する。四年五組なら、カサネが「1つ目と2つ目が逆」と静かに戻す。
FB01R-051,FinalBoost_Set01_Rebuild,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,LLM安全,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,プロンプトインジェクションでは（　1　）が重要であり、外部文書のデータ扱いでは（　2　）が重要である。この2つの空欄に入る組合せとして最も適切なのはどれか。,命令として扱わせない設計／外部入力による指示乗っ取り,外部入力による指示乗っ取り／命令として扱わせない設計,重心を使う分割／結果の妥当性確認,探索の自動化／木構造での群分け,B,プロンプトインジェクションは「外部入力による指示乗っ取り」、外部文書のデータ扱いは「命令として扱わせない設計」と対応づける。攻撃の種類と対策の方向性を入れ替えないこと。,不適切。命令として扱わせない設計／外部入力による指示乗っ取りは、（1）と（2）の対応関係がこの設問の文脈と合わない。,正解。,不適切。重心を使う分割／結果の妥当性確認は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。探索の自動化／木構造での群分けは、（1）と（2）の対応関係がこの設問の文脈と合わない。,プロンプトインジェクションと外部文書のデータ扱いの対応を逆にする選択肢がひっかけ。,LLM安全;プロンプトインジェクション;外部文書のデータ扱い;穴埋め;対応関係;G検定,さいはての未来では、イオが似ている2概念を並べて観測する。四年五組なら、カサネが「1つ目と2つ目が逆」と静かに戻す。
FB01R-052,FinalBoost_Set01_Rebuild,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,LLM安全,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,G検定でプロンプトインジェクションと外部文書のデータ扱いを見分ける場合、前者は（　1　）、後者は（　2　）と押さえるのが最も適切である。,命令として扱わせない設計／外部入力による指示乗っ取り,外部入力による指示乗っ取り／命令として扱わせない設計,将来需要の見積もり／モデルが出す確信度,予測確率の信頼性／通常と違う状態の発見,B,プロンプトインジェクションの要点は「外部入力による指示乗っ取り」、外部文書のデータ扱いの要点は「命令として扱わせない設計」である。似た用語ほど対応関係で覚える。,不適切。命令として扱わせない設計／外部入力による指示乗っ取りは、（1）と（2）の対応関係がこの設問の文脈と合わない。,正解。,不適切。将来需要の見積もり／モデルが出す確信度は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。予測確率の信頼性／通常と違う状態の発見は、（1）と（2）の対応関係がこの設問の文脈と合わない。,プロンプトインジェクションと外部文書のデータ扱いの対応を逆にする選択肢がひっかけ。,LLM安全;プロンプトインジェクション;外部文書のデータ扱い;穴埋め;対応関係;G検定,さいはての未来では、イオが似ている2概念を並べて観測する。四年五組なら、カサネが「1つ目と2つ目が逆」と静かに戻す。
FB01R-053,FinalBoost_Set01_Rebuild,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,LLM設定,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,温度パラメータでは（　1　）が重要であり、出力安定性では（　2　）が重要である。この2つの空欄に入る組合せとして最も適切なのはどれか。,低温度で高まりやすい性質／ランダム性の調整,ランダム性の調整／低温度で高まりやすい性質,AI利用や限界を示すこと／原因であることの証明,判断根拠を示すこと／多様な人が使えること,B,温度パラメータは「ランダム性の調整」、出力安定性は「低温度で高まりやすい性質」と対応づける。出力ばらつきを変える値と再現性に関わる性質を入れ替えないこと。,不適切。低温度で高まりやすい性質／ランダム性の調整は、（1）と（2）の対応関係がこの設問の文脈と合わない。,正解。,不適切。AI利用や限界を示すこと／原因であることの証明は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。判断根拠を示すこと／多様な人が使えることは、（1）と（2）の対応関係がこの設問の文脈と合わない。,温度パラメータと出力安定性の対応を逆にする選択肢がひっかけ。,LLM設定;温度パラメータ;出力安定性;穴埋め;対応関係;G検定,さいはての未来では、イオが似ている2概念を並べて観測する。四年五組なら、カサネが「1つ目と2つ目が逆」と静かに戻す。
FB01R-054,FinalBoost_Set01_Rebuild,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,LLM設定,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,G検定で温度パラメータと出力安定性を見分ける場合、前者は（　1　）、後者は（　2　）と押さえるのが最も適切である。,低温度で高まりやすい性質／ランダム性の調整,ランダム性の調整／低温度で高まりやすい性質,可用性などの合意／後から判断経路を追える性質,入力や出力の記録／障害時の逃げ道,B,温度パラメータの要点は「ランダム性の調整」、出力安定性の要点は「低温度で高まりやすい性質」である。似た用語ほど対応関係で覚える。,不適切。低温度で高まりやすい性質／ランダム性の調整は、（1）と（2）の対応関係がこの設問の文脈と合わない。,正解。,不適切。可用性などの合意／後から判断経路を追える性質は、（1）と（2）の対応関係がこの設問の文脈と合わない。,不適切。入力や出力の記録／障害時の逃げ道は、（1）と（2）の対応関係がこの設問の文脈と合わない。,温度パラメータと出力安定性の対応を逆にする選択肢がひっかけ。,LLM設定;温度パラメータ;出力安定性;穴埋め;対応関係;G検定,さいはての未来では、イオが似ている2概念を並べて観測する。四年五組なら、カサネが「1つ目と2つ目が逆」と静かに戻す。
