id,set,phase,question_type,topic,source_area,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,search_keywords,story_hint
R21-024,Rebuild_Set21,検索性重視・非重複50問,case,レート制限,AIシステム設計・クラウドAI・運用アーキテクチャ・非機能要件,応用,ケース判断,中,中,生成AI APIへの過剰アクセスでサービス全体が不安定にならないよう、ユーザーごとのリクエスト回数に上限を設けた。最も近い対策はどれか。,モデルの精度だけを上げれば運用上の問題はすべて解決する,学習率を下げればセキュリティと可用性は自動的に保証される,テストデータを本番判断に混ぜれば信頼性が高まる,一定時間あたりのアクセス数を制御するレート制限,D,レート制限は一定時間あたりのリクエスト数を制御する対策。コスト、可用性、乱用防止に関係する。,誤り。「モデルの精度だけを上げれば運用上の問題はすべて解決する」は、この設問で問う「レート制限」の説明としては適切でない。,誤り。「学習率を下げればセキュリティと可用性は自動的に保証される」は、この設問で問う「レート制限」の説明としては適切でない。,誤り。「テストデータを本番判断に混ぜれば信頼性が高まる」は、この設問で問う「レート制限」の説明としては適切でない。,正しい。一定時間あたりのアクセス数を制御するレート制限。,高負荷時に無制限アクセスを許すと、可用性とコストが崩れる。,レート制限;Rate Limiting;生成AI API;乱用防止,さいはてでは、ミチを動かすだけでなく、止め方・戻し方・観測方法まで決めて初めて安全なAI運用になる。
R21-025,Rebuild_Set21,検索性重視・非重複50問,case,認証と認可,AIシステム設計・クラウドAI・運用アーキテクチャ・非機能要件,応用,ケース判断,中,中,社内AIツールで、ログインして本人確認することと、使える機能範囲を職務ごとに分けることを区別した。後者に最も近い用語はどれか。,認可,学習率を下げればセキュリティと可用性は自動的に保証される,テストデータを本番判断に混ぜれば信頼性が高まる,GPU台数を増やすことがこの設計の主目的である,A,認可は認証済みユーザーに対して、どの操作や資源へのアクセスを許すか決めること。認証は本人確認。,正しい。認可。,誤り。「学習率を下げればセキュリティと可用性は自動的に保証される」は、この設問で問う「認証と認可」の説明としては適切でない。,誤り。「テストデータを本番判断に混ぜれば信頼性が高まる」は、この設問で問う「認証と認可」の説明としては適切でない。,誤り。「GPU台数を増やすことがこの設計の主目的である」は、この設問で問う「認証と認可」の説明としては適切でない。,認証=誰か確認、認可=何をしてよいか、の区別がひっかけになりやすい。,認証;認可;Authorization;アクセス制御,さいはてでは、ミチを動かすだけでなく、止め方・戻し方・観測方法まで決めて初めて安全なAI運用になる。
R21-026,Rebuild_Set21,検索性重視・非重複50問,case,最小権限,AIシステム設計・クラウドAI・運用アーキテクチャ・非機能要件,応用,ケース判断,中,中,AI運用担当者に、本番データをすべて見られる権限ではなく、業務に必要な範囲だけを付与した。最も近い原則はどれか。,テストデータを本番判断に混ぜれば信頼性が高まる,必要最小限の権限だけを与える最小権限の原則,GPU台数を増やすことがこの設計の主目的である,データを削除すればAIシステム設計は不要になる,B,最小権限の原則は、必要最小限の権限だけを与える考え方。AIシステムでもデータ保護と内部不正対策に重要。,誤り。「テストデータを本番判断に混ぜれば信頼性が高まる」は、この設問で問う「最小権限」の説明としては適切でない。,正しい。必要最小限の権限だけを与える最小権限の原則。,誤り。「GPU台数を増やすことがこの設計の主目的である」は、この設問で問う「最小権限」の説明としては適切でない。,誤り。「データを削除すればAIシステム設計は不要になる」は、この設問で問う「最小権限」の説明としては適切でない。,便利だから全権限、ではなく、必要範囲に限定する。,最小権限;Least Privilege;アクセス制御;権限管理,さいはてでは、ミチを動かすだけでなく、止め方・戻し方・観測方法まで決めて初めて安全なAI運用になる。
R21-027,Rebuild_Set21,検索性重視・非重複50問,case,シークレット管理,AIシステム設計・クラウドAI・運用アーキテクチャ・非機能要件,応用,ケース判断,中,中,LLM APIキーをソースコードに直接書かず、専用の保管機構から実行時に取得するようにした。最も近い対策はどれか。,GPU台数を増やすことがこの設計の主目的である,データを削除すればAIシステム設計は不要になる,APIキーなどを安全に保管するシークレット管理,活性化関数をReLUにすれば運用リスクはなくなる,C,シークレット管理はAPIキーやパスワードなどの機密情報を安全に保管・利用する対策。ソースコードへの直書きは避ける。,誤り。「GPU台数を増やすことがこの設計の主目的である」は、この設問で問う「シークレット管理」の説明としては適切でない。,誤り。「データを削除すればAIシステム設計は不要になる」は、この設問で問う「シークレット管理」の説明としては適切でない。,正しい。APIキーなどを安全に保管するシークレット管理。,誤り。「活性化関数をReLUにすれば運用リスクはなくなる」は、この設問で問う「シークレット管理」の説明としては適切でない。,APIキーはモデルパラメータではなく、漏えいすると不正利用につながる運用上の秘密情報。,シークレット管理;APIキー;環境変数;漏えい防止,さいはてでは、ミチを動かすだけでなく、止め方・戻し方・観測方法まで決めて初めて安全なAI運用になる。
R21-028,Rebuild_Set21,検索性重視・非重複50問,case,ログの個人情報対策,AIシステム設計・クラウドAI・運用アーキテクチャ・非機能要件,応用,ケース判断,中,中,問い合わせログを分析に使う前に、氏名、電話番号、メールアドレスなどをマスクした。最も近い目的はどれか。,データを削除すればAIシステム設計は不要になる,活性化関数をReLUにすれば運用リスクはなくなる,モデルの精度だけを上げれば運用上の問題はすべて解決する,ログ中の個人情報をマスク・削除する対策,D,ログに含まれる個人情報や機密情報をそのまま保存・分析すると漏えいリスクがあるため、マスキングや削除が必要になる。,誤り。「データを削除すればAIシステム設計は不要になる」は、この設問で問う「ログの個人情報対策」の説明としては適切でない。,誤り。「活性化関数をReLUにすれば運用リスクはなくなる」は、この設問で問う「ログの個人情報対策」の説明としては適切でない。,誤り。「モデルの精度だけを上げれば運用上の問題はすべて解決する」は、この設問で問う「ログの個人情報対策」の説明としては適切でない。,正しい。ログ中の個人情報をマスク・削除する対策。,ログは便利だが、入力内容がそのまま残る点が生成AI運用のひっかけ。,ログマスキング;個人情報;PII;問い合わせログ,さいはてでは、ミチを動かすだけでなく、止め方・戻し方・観測方法まで決めて初めて安全なAI運用になる。
R21-029,Rebuild_Set21,検索性重視・非重複50問,case,クラウドの責任共有,AIシステム設計・クラウドAI・運用アーキテクチャ・非機能要件,応用,ケース判断,中,中,クラウドAIサービスを利用する際、クラウド事業者に任せる範囲と、利用企業が設定・データ管理に責任を持つ範囲を分けて考えた。最も近い考え方はどれか。,事業者と利用者の責任範囲を分ける責任共有モデル,活性化関数をReLUにすれば運用リスクはなくなる,モデルの精度だけを上げれば運用上の問題はすべて解決する,学習率を下げればセキュリティと可用性は自動的に保証される,A,責任共有モデルはクラウド事業者と利用者がそれぞれ責任を持つ範囲を分ける考え方。設定ミスやデータ管理は利用者側の責任になりうる。,正しい。事業者と利用者の責任範囲を分ける責任共有モデル。,誤り。「活性化関数をReLUにすれば運用リスクはなくなる」は、この設問で問う「クラウドの責任共有」の説明としては適切でない。,誤り。「モデルの精度だけを上げれば運用上の問題はすべて解決する」は、この設問で問う「クラウドの責任共有」の説明としては適切でない。,誤り。「学習率を下げればセキュリティと可用性は自動的に保証される」は、この設問で問う「クラウドの責任共有」の説明としては適切でない。,クラウドを使えば利用者の責任がゼロになるわけではない。,責任共有モデル;クラウドAI;設定ミス;データ管理,さいはてでは、ミチを動かすだけでなく、止め方・戻し方・観測方法まで決めて初めて安全なAI運用になる。
R21-030,Rebuild_Set21,検索性重視・非重複50問,case,ベンダーロックイン,AIシステム設計・クラウドAI・運用アーキテクチャ・非機能要件,応用,ケース判断,中,中,特定クラウドの独自AI機能に深く依存し、他社サービスへ移行しにくくなるリスクを検討した。最も近い用語はどれか。,モデルの精度だけを上げれば運用上の問題はすべて解決する,特定ベンダー依存で移行困難になるベンダーロックイン,学習率を下げればセキュリティと可用性は自動的に保証される,テストデータを本番判断に混ぜれば信頼性が高まる,B,ベンダーロックインは特定ベンダーの技術やサービスに依存し、移行が難しくなる状態。AI基盤選定でもリスクになる。,誤り。「モデルの精度だけを上げれば運用上の問題はすべて解決する」は、この設問で問う「ベンダーロックイン」の説明としては適切でない。,正しい。特定ベンダー依存で移行困難になるベンダーロックイン。,誤り。「学習率を下げればセキュリティと可用性は自動的に保証される」は、この設問で問う「ベンダーロックイン」の説明としては適切でない。,誤り。「テストデータを本番判断に混ぜれば信頼性が高まる」は、この設問で問う「ベンダーロックイン」の説明としては適切でない。,短期の便利さだけでなく、移行性や代替性も問われる。,ベンダーロックイン;クラウドAI;移行性;独自API,さいはてでは、ミチを動かすだけでなく、止め方・戻し方・観測方法まで決めて初めて安全なAI運用になる。
R21-031,Rebuild_Set21,検索性重視・非重複50問,case,エッジAI,AIシステム設計・クラウドAI・運用アーキテクチャ・非機能要件,応用,ケース判断,中,中,工場のカメラ映像をクラウドに送らず、現場端末で即時に異常検知する設計にした。主な利点として最も適切なものはどれか。,学習率を下げればセキュリティと可用性は自動的に保証される,テストデータを本番判断に混ぜれば信頼性が高まる,現場近くで推論し低遅延や通信量削減を狙うエッジAI,GPU台数を増やすことがこの設計の主目的である,C,エッジAIは端末や現場近くで推論するため、低遅延化や通信量削減、プライバシー保護に有利な場合がある。,誤り。「学習率を下げればセキュリティと可用性は自動的に保証される」は、この設問で問う「エッジAI」の説明としては適切でない。,誤り。「テストデータを本番判断に混ぜれば信頼性が高まる」は、この設問で問う「エッジAI」の説明としては適切でない。,正しい。現場近くで推論し低遅延や通信量削減を狙うエッジAI。,誤り。「GPU台数を増やすことがこの設計の主目的である」は、この設問で問う「エッジAI」の説明としては適切でない。,エッジAIは必ず精度が高いという意味ではない。場所と遅延・通信の話。,エッジAI;低遅延;工場カメラ;オンデバイス推論,さいはてでは、ミチを動かすだけでなく、止め方・戻し方・観測方法まで決めて初めて安全なAI運用になる。
R21-032,Rebuild_Set21,検索性重視・非重複50問,case,オンデバイスAI,AIシステム設計・クラウドAI・運用アーキテクチャ・非機能要件,応用,ケース判断,中,中,スマートフォン内で音声の一部を処理し、クラウド送信を減らす設計にした。最も関係が深い観点はどれか。,テストデータを本番判断に混ぜれば信頼性が高まる,GPU台数を増やすことがこの設計の主目的である,データを削除すればAIシステム設計は不要になる,端末内で推論するオンデバイスAI,D,オンデバイスAIは端末内で推論を行うため、通信量や遅延、プライバシーの観点で利点がある。一方で端末性能制約も受ける。,誤り。「テストデータを本番判断に混ぜれば信頼性が高まる」は、この設問で問う「オンデバイスAI」の説明としては適切でない。,誤り。「GPU台数を増やすことがこの設計の主目的である」は、この設問で問う「オンデバイスAI」の説明としては適切でない。,誤り。「データを削除すればAIシステム設計は不要になる」は、この設問で問う「オンデバイスAI」の説明としては適切でない。,正しい。端末内で推論するオンデバイスAI。,端末内処理はクラウドより常に安い・高精度とは限らない。,オンデバイスAI;端末推論;プライバシー;スマートフォン,さいはてでは、ミチを動かすだけでなく、止め方・戻し方・観測方法まで決めて初めて安全なAI運用になる。
R21-033,Rebuild_Set21,検索性重視・非重複50問,case,連合学習,AIシステム設計・クラウドAI・運用アーキテクチャ・非機能要件,応用,ケース判断,中,中,各病院の患者データを中央に集めず、各施設で学習した更新情報を集約してモデル改善を目指した。最も近い方法はどれか。,データを各拠点に置いたまま学習する連合学習,GPU台数を増やすことがこの設計の主目的である,データを削除すればAIシステム設計は不要になる,活性化関数をReLUにすれば運用リスクはなくなる,A,連合学習はデータを各拠点に置いたまま学習し、モデル更新情報を集約する方法。プライバシーやデータ移転制約への対応として使われる。,正しい。データを各拠点に置いたまま学習する連合学習。,誤り。「GPU台数を増やすことがこの設計の主目的である」は、この設問で問う「連合学習」の説明としては適切でない。,誤り。「データを削除すればAIシステム設計は不要になる」は、この設問で問う「連合学習」の説明としては適切でない。,誤り。「活性化関数をReLUにすれば運用リスクはなくなる」は、この設問で問う「連合学習」の説明としては適切でない。,データを全部中央に集める通常学習と混同しやすい。,連合学習;Federated Learning;医療データ;分散学習,さいはてでは、ミチを動かすだけでなく、止め方・戻し方・観測方法まで決めて初めて安全なAI運用になる。
R21-034,Rebuild_Set21,検索性重視・非重複50問,case,差分プライバシー,AIシステム設計・クラウドAI・運用アーキテクチャ・非機能要件,応用,ケース判断,中,中,統計結果に適切なノイズを加え、個人1人のデータが結果から推測されにくいようにした。最も近い考え方はどれか。,データを削除すればAIシステム設計は不要になる,ノイズ付加などで個人推定を難しくする差分プライバシー,活性化関数をReLUにすれば運用リスクはなくなる,モデルの精度だけを上げれば運用上の問題はすべて解決する,B,差分プライバシーは出力にノイズを加えるなどして、個人の参加有無や属性が推測されにくくするプライバシー保護の考え方。,誤り。「データを削除すればAIシステム設計は不要になる」は、この設問で問う「差分プライバシー」の説明としては適切でない。,正しい。ノイズ付加などで個人推定を難しくする差分プライバシー。,誤り。「活性化関数をReLUにすれば運用リスクはなくなる」は、この設問で問う「差分プライバシー」の説明としては適切でない。,誤り。「モデルの精度だけを上げれば運用上の問題はすべて解決する」は、この設問で問う「差分プライバシー」の説明としては適切でない。,単なる暗号化ではなく、統計出力から個人を推測されにくくする話。,差分プライバシー;ノイズ付加;統計公開;個人推定,さいはてでは、ミチを動かすだけでなく、止め方・戻し方・観測方法まで決めて初めて安全なAI運用になる。
R21-035,Rebuild_Set21,検索性重視・非重複50問,case,コンテナ化,AIシステム設計・クラウドAI・運用アーキテクチャ・非機能要件,応用,ケース判断,中,中,推論サーバのライブラリや実行環境をまとめ、開発環境と本番環境の差を小さくした。最も近い技術はどれか。,活性化関数をReLUにすれば運用リスクはなくなる,モデルの精度だけを上げれば運用上の問題はすべて解決する,依存関係ごと実行環境をまとめるコンテナ化,学習率を下げればセキュリティと可用性は自動的に保証される,C,コンテナ化はアプリケーションと依存関係をまとめて実行環境差を減らす技術。AI推論環境の再現性にも役立つ。,誤り。「活性化関数をReLUにすれば運用リスクはなくなる」は、この設問で問う「コンテナ化」の説明としては適切でない。,誤り。「モデルの精度だけを上げれば運用上の問題はすべて解決する」は、この設問で問う「コンテナ化」の説明としては適切でない。,正しい。依存関係ごと実行環境をまとめるコンテナ化。,誤り。「学習率を下げればセキュリティと可用性は自動的に保証される」は、この設問で問う「コンテナ化」の説明としては適切でない。,モデル精度を上げる手法ではなく、実行環境を揃える運用技術。,コンテナ;Docker;推論環境;再現性,さいはてでは、ミチを動かすだけでなく、止め方・戻し方・観測方法まで決めて初めて安全なAI運用になる。
R21-036,Rebuild_Set21,検索性重視・非重複50問,case,オーケストレーション,AIシステム設計・クラウドAI・運用アーキテクチャ・非機能要件,応用,ケース判断,中,中,複数の推論コンテナを自動で配置、再起動、スケールさせる仕組みを利用した。最も近い考え方はどれか。,モデルの精度だけを上げれば運用上の問題はすべて解決する,学習率を下げればセキュリティと可用性は自動的に保証される,テストデータを本番判断に混ぜれば信頼性が高まる,複数コンテナを自動管理するオーケストレーション,D,コンテナオーケストレーションは複数コンテナの配置、監視、再起動、スケーリングを自動管理する仕組み。Kubernetesなどが代表例。,誤り。「モデルの精度だけを上げれば運用上の問題はすべて解決する」は、この設問で問う「オーケストレーション」の説明としては適切でない。,誤り。「学習率を下げればセキュリティと可用性は自動的に保証される」は、この設問で問う「オーケストレーション」の説明としては適切でない。,誤り。「テストデータを本番判断に混ぜれば信頼性が高まる」は、この設問で問う「オーケストレーション」の説明としては適切でない。,正しい。複数コンテナを自動管理するオーケストレーション。,コンテナを作るだけでなく、複数コンテナを運用管理する話。,コンテナオーケストレーション;Kubernetes;自動スケール;推論基盤,さいはてでは、ミチを動かすだけでなく、止め方・戻し方・観測方法まで決めて初めて安全なAI運用になる。
R21-037,Rebuild_Set21,検索性重視・非重複50問,compare,CI/CDとMLOps,AIシステム設計・クラウドAI・運用アーキテクチャ・非機能要件,理解,比較・用語判断,中,中,AIアプリのコード変更だけでなく、モデル、データ、評価結果も含めて本番反映プロセスを管理した。最も近い考え方はどれか。,データ・モデル・評価・監視まで含めて管理するMLOps,学習率を下げればセキュリティと可用性は自動的に保証される,テストデータを本番判断に混ぜれば信頼性が高まる,GPU台数を増やすことがこの設計の主目的である,A,MLOpsでは通常のCI/CDに加えて、データ、モデル、学習、評価、監視を含む機械学習特有の運用管理が重要になる。,正しい。データ・モデル・評価・監視まで含めて管理するMLOps。,誤り。「学習率を下げればセキュリティと可用性は自動的に保証される」は、この設問で問う「CI/CDとMLOps」の説明としては適切でない。,誤り。「テストデータを本番判断に混ぜれば信頼性が高まる」は、この設問で問う「CI/CDとMLOps」の説明としては適切でない。,誤り。「GPU台数を増やすことがこの設計の主目的である」は、この設問で問う「CI/CDとMLOps」の説明としては適切でない。,ソフトウェアのコードだけでなく、データとモデルが変わる点がAI運用の特徴。,MLOps;CI/CD;モデル管理;データ管理,さいはてでは、ミチを動かすだけでなく、止め方・戻し方・観測方法まで決めて初めて安全なAI運用になる。
R21-038,Rebuild_Set21,検索性重視・非重複50問,case,環境再現性,AIシステム設計・クラウドAI・運用アーキテクチャ・非機能要件,応用,ケース判断,中,中,半年後に同じモデルを再学習できるよう、コード、ライブラリバージョン、データスナップショット、乱数シードを記録した。主な目的はどれか。,テストデータを本番判断に混ぜれば信頼性が高まる,コード、依存関係、データ、乱数を記録して再現性を高めること,GPU台数を増やすことがこの設計の主目的である,データを削除すればAIシステム設計は不要になる,B,再現性を確保するには、コードだけでなく依存ライブラリ、データ、設定、乱数などの記録が重要。監査や再学習に役立つ。,誤り。「テストデータを本番判断に混ぜれば信頼性が高まる」は、この設問で問う「環境再現性」の説明としては適切でない。,正しい。コード、依存関係、データ、乱数を記録して再現性を高めること。,誤り。「GPU台数を増やすことがこの設計の主目的である」は、この設問で問う「環境再現性」の説明としては適切でない。,誤り。「データを削除すればAIシステム設計は不要になる」は、この設問で問う「環境再現性」の説明としては適切でない。,モデルファイルだけ保存しても、学習過程の再現には不十分。,再現性;乱数シード;ライブラリバージョン;データスナップショット,さいはてでは、ミチを動かすだけでなく、止め方・戻し方・観測方法まで決めて初めて安全なAI運用になる。
R21-039,Rebuild_Set21,検索性重視・非重複50問,case,Model Card,AIシステム設計・クラウドAI・運用アーキテクチャ・非機能要件,応用,ケース判断,中,中,公開する画像分類モデルについて、用途、性能、限界、評価データ、想定外利用への注意を文書化した。最も近いものはどれか。,GPU台数を増やすことがこの設計の主目的である,データを削除すればAIシステム設計は不要になる,モデルの用途・性能・限界を記述するModel Card,活性化関数をReLUにすれば運用リスクはなくなる,C,Model Cardはモデルの用途、性能、評価条件、限界、注意点などを記述する文書。透明性向上に役立つ。,誤り。「GPU台数を増やすことがこの設計の主目的である」は、この設問で問う「Model Card」の説明としては適切でない。,誤り。「データを削除すればAIシステム設計は不要になる」は、この設問で問う「Model Card」の説明としては適切でない。,正しい。モデルの用途・性能・限界を記述するModel Card。,誤り。「活性化関数をReLUにすれば運用リスクはなくなる」は、この設問で問う「Model Card」の説明としては適切でない。,論文そのものではなく、利用者がモデルの特性を理解するための文書。,Model Card;モデルカード;透明性;限界,さいはてでは、ミチを動かすだけでなく、止め方・戻し方・観測方法まで決めて初めて安全なAI運用になる。
R21-040,Rebuild_Set21,検索性重視・非重複50問,case,Data Card,AIシステム設計・クラウドAI・運用アーキテクチャ・非機能要件,応用,ケース判断,中,中,学習データセットについて、収集方法、含まれる属性、偏り、利用上の注意を文書化した。最も近いものはどれか。,データを削除すればAIシステム設計は不要になる,活性化関数をReLUにすれば運用リスクはなくなる,モデルの精度だけを上げれば運用上の問題はすべて解決する,データセットの来歴・構成・偏りを記述するData Card,D,Data Cardはデータセットの来歴、構成、偏り、利用上の注意などを文書化する考え方。データの透明性に関係する。,誤り。「データを削除すればAIシステム設計は不要になる」は、この設問で問う「Data Card」の説明としては適切でない。,誤り。「活性化関数をReLUにすれば運用リスクはなくなる」は、この設問で問う「Data Card」の説明としては適切でない。,誤り。「モデルの精度だけを上げれば運用上の問題はすべて解決する」は、この設問で問う「Data Card」の説明としては適切でない。,正しい。データセットの来歴・構成・偏りを記述するData Card。,モデル性能だけでなく、データの由来と制約を説明する文書が問われる。,Data Card;データセット;データ来歴;バイアス,さいはてでは、ミチを動かすだけでなく、止め方・戻し方・観測方法まで決めて初めて安全なAI運用になる。
R21-041,Rebuild_Set21,検索性重視・非重複50問,case,アラート疲れ,AIシステム設計・クラウドAI・運用アーキテクチャ・非機能要件,応用,ケース判断,中,中,監視アラートを細かく出しすぎた結果、担当者が重要な異常通知にも反応しなくなった。最も近い問題はどれか。,過剰通知で重要な異常を見逃すアラート疲れ,活性化関数をReLUにすれば運用リスクはなくなる,モデルの精度だけを上げれば運用上の問題はすべて解決する,学習率を下げればセキュリティと可用性は自動的に保証される,A,アラート疲れは過剰な通知により重要なアラートが見逃される問題。しきい値や優先度設計が必要。,正しい。過剰通知で重要な異常を見逃すアラート疲れ。,誤り。「活性化関数をReLUにすれば運用リスクはなくなる」は、この設問で問う「アラート疲れ」の説明としては適切でない。,誤り。「モデルの精度だけを上げれば運用上の問題はすべて解決する」は、この設問で問う「アラート疲れ」の説明としては適切でない。,誤り。「学習率を下げればセキュリティと可用性は自動的に保証される」は、この設問で問う「アラート疲れ」の説明としては適切でない。,監視は増やせば増やすほど良いわけではない。運用者の注意資源も設計対象。,アラート疲れ;Alert Fatigue;監視;異常通知,さいはてでは、ミチを動かすだけでなく、止め方・戻し方・観測方法まで決めて初めて安全なAI運用になる。
R21-042,Rebuild_Set21,検索性重視・非重複50問,case,有人エスカレーション,AIシステム設計・クラウドAI・運用アーキテクチャ・非機能要件,応用,ケース判断,中,中,AIが本人確認や解約判断で確信を持てない場合、AIだけで完結させず人間担当者へ引き継ぐ設計にした。最も近い考え方はどれか。,モデルの精度だけを上げれば運用上の問題はすべて解決する,高リスクや不確実なケースを人間へ引き継ぐ設計,学習率を下げればセキュリティと可用性は自動的に保証される,テストデータを本番判断に混ぜれば信頼性が高まる,B,有人エスカレーションはAIで処理しきれない、またはリスクが高いケースを人間へ引き継ぐ設計。Human-in-the-loopと関係する。,誤り。「モデルの精度だけを上げれば運用上の問題はすべて解決する」は、この設問で問う「有人エスカレーション」の説明としては適切でない。,正しい。高リスクや不確実なケースを人間へ引き継ぐ設計。,誤り。「学習率を下げればセキュリティと可用性は自動的に保証される」は、この設問で問う「有人エスカレーション」の説明としては適切でない。,誤り。「テストデータを本番判断に混ぜれば信頼性が高まる」は、この設問で問う「有人エスカレーション」の説明としては適切でない。,AIに任せる範囲と人間に渡す範囲を決めることが重要。,有人エスカレーション;Human-in-the-loop;本人確認;高リスク判断,さいはてでは、ミチを動かすだけでなく、止め方・戻し方・観測方法まで決めて初めて安全なAI運用になる。
R21-043,Rebuild_Set21,検索性重視・非重複50問,case,トークンコスト監視,AIシステム設計・クラウドAI・運用アーキテクチャ・非機能要件,応用,ケース判断,中,中,LLMアプリで入力文と出力文の長さに応じて費用が増えるため、利用量を可視化し上限を設けた。最も関係が深い観点はどれか。,学習率を下げればセキュリティと可用性は自動的に保証される,テストデータを本番判断に混ぜれば信頼性が高まる,LLM利用量やトークン数を監視してコストを管理すること,GPU台数を増やすことがこの設計の主目的である,C,LLMではトークン数が処理量や費用に関係することが多く、コスト監視や上限設定が運用上重要になる。,誤り。「学習率を下げればセキュリティと可用性は自動的に保証される」は、この設問で問う「トークンコスト監視」の説明としては適切でない。,誤り。「テストデータを本番判断に混ぜれば信頼性が高まる」は、この設問で問う「トークンコスト監視」の説明としては適切でない。,正しい。LLM利用量やトークン数を監視してコストを管理すること。,誤り。「GPU台数を増やすことがこの設計の主目的である」は、この設問で問う「トークンコスト監視」の説明としては適切でない。,GPU台数だけでなく、API利用量やトークン数が費用要因になる。,トークン;LLMコスト;利用量監視;上限設定,さいはてでは、ミチを動かすだけでなく、止め方・戻し方・観測方法まで決めて初めて安全なAI運用になる。
R21-044,Rebuild_Set21,検索性重視・非重複50問,case,プロンプトバージョン管理,AIシステム設計・クラウドAI・運用アーキテクチャ・非機能要件,応用,ケース判断,中,中,同じLLMモデルでも、システムプロンプトを変更したら回答傾向が変わったため、変更履歴と評価結果を紐づけた。最も適切な管理はどれか。,テストデータを本番判断に混ぜれば信頼性が高まる,GPU台数を増やすことがこの設計の主目的である,データを削除すればAIシステム設計は不要になる,プロンプトの変更履歴と評価結果を管理すること,D,LLMアプリではプロンプトも振る舞いを左右する構成要素であり、バージョン管理や評価結果との紐づけが重要。,誤り。「テストデータを本番判断に混ぜれば信頼性が高まる」は、この設問で問う「プロンプトバージョン管理」の説明としては適切でない。,誤り。「GPU台数を増やすことがこの設計の主目的である」は、この設問で問う「プロンプトバージョン管理」の説明としては適切でない。,誤り。「データを削除すればAIシステム設計は不要になる」は、この設問で問う「プロンプトバージョン管理」の説明としては適切でない。,正しい。プロンプトの変更履歴と評価結果を管理すること。,モデルだけを固定しても、プロンプト変更で品質が変わる。,プロンプトバージョン管理;システムプロンプト;LLMアプリ;評価履歴,さいはてでは、ミチを動かすだけでなく、止め方・戻し方・観測方法まで決めて初めて安全なAI運用になる。
R21-045,Rebuild_Set21,検索性重視・非重複50問,case,ベクトルDB更新,AIシステム設計・クラウドAI・運用アーキテクチャ・非機能要件,応用,ケース判断,中,中,社内規程をRAGで参照しているが、規程改定後に古い埋め込みインデックスが残っていた。最も注意すべき点はどれか。,元文書更新に合わせて埋め込みインデックスを更新すること,GPU台数を増やすことがこの設計の主目的である,データを削除すればAIシステム設計は不要になる,活性化関数をReLUにすれば運用リスクはなくなる,A,RAGでは元文書だけでなく、埋め込みインデックスやベクトルDBの更新も必要。古いインデックスは誤回答の原因になる。,正しい。元文書更新に合わせて埋め込みインデックスを更新すること。,誤り。「GPU台数を増やすことがこの設計の主目的である」は、この設問で問う「ベクトルDB更新」の説明としては適切でない。,誤り。「データを削除すればAIシステム設計は不要になる」は、この設問で問う「ベクトルDB更新」の説明としては適切でない。,誤り。「活性化関数をReLUにすれば運用リスクはなくなる」は、この設問で問う「ベクトルDB更新」の説明としては適切でない。,文書を更新しても検索用インデックスが古ければ、古い情報を拾う。,ベクトルDB;埋め込みインデックス;RAG;文書更新,さいはてでは、ミチを動かすだけでなく、止め方・戻し方・観測方法まで決めて初めて安全なAI運用になる。
R21-046,Rebuild_Set21,検索性重視・非重複50問,compare,検索再現率とレイテンシ,AIシステム設計・クラウドAI・運用アーキテクチャ・非機能要件,理解,比較・用語判断,中,中,RAGで検索件数を増やすと関連文書を拾いやすくなったが、応答が遅くなった。主に何のトレードオフか。,データを削除すればAIシステム設計は不要になる,検索品質と応答速度のトレードオフ,活性化関数をReLUにすれば運用リスクはなくなる,モデルの精度だけを上げれば運用上の問題はすべて解決する,B,検索件数を増やすと再現率が上がる可能性がある一方、レイテンシやコストが増えることがある。RAG設計では品質と速度のバランスが重要。,誤り。「データを削除すればAIシステム設計は不要になる」は、この設問で問う「検索再現率とレイテンシ」の説明としては適切でない。,正しい。検索品質と応答速度のトレードオフ。,誤り。「活性化関数をReLUにすれば運用リスクはなくなる」は、この設問で問う「検索再現率とレイテンシ」の説明としては適切でない。,誤り。「モデルの精度だけを上げれば運用上の問題はすべて解決する」は、この設問で問う「検索再現率とレイテンシ」の説明としては適切でない。,検索を多くすれば常に良いのではなく、速度や費用との兼ね合いがある。,RAG;検索再現率;レイテンシ;トレードオフ,さいはてでは、ミチを動かすだけでなく、止め方・戻し方・観測方法まで決めて初めて安全なAI運用になる。
