id,set,phase,question_type,topic,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,story_hint,search_keywords
G3000-RS11-030,Rebuild_Set11,rebuild_50,case,コンテキストバンディット,理解・ケース判断,ケース判断4択,標準,用語混同・役割混同,コンテキストバンディットの説明として最も適切なものはどれか。,文脈を使わず常にランダム推薦する,文章の前後関係だけで品詞を推定する,ユーザー属性や状況などの文脈を考慮して選択し、報酬から学ぶ,RNNの隠れ状態を可視化する,C,コンテキストバンディットは文脈情報に応じて行動を選び、結果の報酬で改善する。,誤答。文脈を使わず常にランダム推薦する は、この設問の対象概念とは異なる。,誤答。文章の前後関係だけで品詞を推定する は、この設問の対象概念とは異なる。,正解。コンテキストバンディットは文脈情報に応じて行動を選び、結果の報酬で改善する。,誤答。RNNの隠れ状態を可視化する は、この設問の対象概念とは異なる。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,コンテキストバンディット;推薦;文脈;報酬;オンライン意思決定
G3000-RS11-031,Rebuild_Set11,rebuild_50,term,オフライン強化学習,用語理解・比較,通常4択,標準,用語混同・役割混同,オフライン強化学習の説明として最も適切なものはどれか。,ネットに接続しないPCだけで教師なし学習する,本番ログを全部削除してから学習する,過去ログから、追加の環境相互作用なしに方策を学ぶ,人間評価を一切受け付けないLLM運用である,C,オフライン強化学習は既存の行動ログを使って方策を学ぶ。,誤答。ネットに接続しないPCだけで教師なし学習する は、この設問の対象概念とは異なる。,誤答。本番ログを全部削除してから学習する は、この設問の対象概念とは異なる。,正解。オフライン強化学習は既存の行動ログを使って方策を学ぶ。,誤答。人間評価を一切受け付けないLLM運用である は、この設問の対象概念とは異なる。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,オフライン強化学習;バッチ強化学習;ログデータ;方策学習;強化学習
G3000-RS11-032,Rebuild_Set11,rebuild_50,case,オフポリシー評価,理解・ケース判断,ケース判断4択,標準,用語混同・役割混同,オフポリシー評価の説明として最も適切なものはどれか。,本番方策を必ず停止してから評価する,テストデータを訓練に混ぜる,既存ログを使い、実際には実行していない方策の性能を推定する,方策を公開せず説明責任を避ける,C,オフポリシー評価は別方策で収集されたデータから新方策の効果を推定する。,誤答。本番方策を必ず停止してから評価する は、この設問の対象概念とは異なる。,誤答。テストデータを訓練に混ぜる は、この設問の対象概念とは異なる。,正解。オフポリシー評価は別方策で収集されたデータから新方策の効果を推定する。,誤答。方策を公開せず説明責任を避ける は、この設問の対象概念とは異なる。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,オフポリシー評価;OPE;ログデータ;方策評価;強化学習
G3000-RS11-033,Rebuild_Set11,rebuild_50,compare,RLHF,用語理解・比較,比較4択,標準,用語混同・役割混同,LLM調整におけるRLHFの説明として最も適切なものはどれか。,人間入力をすべて削除して完全自律で学習する,画像のヒートマップを作るXAI手法である,人間のフィードバックを用いて報酬モデル等を作り、出力を望ましい方向へ調整する,クラスタ数を人間が指定する教師なし学習である,C,RLHFは人間の選好をもとに報酬モデルなどを使ってモデルを調整する。,誤答。人間入力をすべて削除して完全自律で学習する は、この設問の対象概念とは異なる。,誤答。画像のヒートマップを作るXAI手法である は、この設問の対象概念とは異なる。,正解。RLHFは人間の選好をもとに報酬モデルなどを使ってモデルを調整する。,誤答。クラスタ数を人間が指定する教師なし学習である は、この設問の対象概念とは異なる。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,RLHF;Human Feedback;報酬モデル;LLM;強化学習
G3000-RS11-034,Rebuild_Set11,rebuild_50,term,報酬モデル,用語理解・比較,通常4択,標準,用語混同・役割混同,RLHFにおける報酬モデルの役割として最も適切なものはどれか。,訓練データをランダムに削除する,LLMの語彙数を固定する辞書である,人間の選好データを学習し、出力の望ましさをスコア化する,著作物の利用許諾を自動で与える契約である,C,報酬モデルは人間選好をスコアに変換し、モデル調整の報酬信号として使われる。,誤答。訓練データをランダムに削除する は、この設問の対象概念とは異なる。,誤答。LLMの語彙数を固定する辞書である は、この設問の対象概念とは異なる。,正解。報酬モデルは人間選好をスコアに変換し、モデル調整の報酬信号として使われる。,誤答。著作物の利用許諾を自動で与える契約である は、この設問の対象概念とは異なる。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,報酬モデル;RLHF;選好データ;LLM;アラインメント
G3000-RS11-035,Rebuild_Set11,rebuild_50,case,PPO,理解・ケース判断,ケース判断4択,標準,用語混同・役割混同,RLHFなどで使われるPPOの説明として最も適切なものはどれか。,個人情報保護委員会の略称としてのみ使われる,画像のプーリング層を最適化する手法,方策更新が大きくなりすぎないよう制約しながら改善する方策勾配系手法,確率的主成分分析だけを指す,C,PPOは方策が急激に変化しすぎないようにしながら最適化する手法である。,誤答。個人情報保護委員会の略称としてのみ使われる は、この設問の対象概念とは異なる。,誤答。画像のプーリング層を最適化する手法 は、この設問の対象概念とは異なる。,正解。PPOは方策が急激に変化しすぎないようにしながら最適化する手法である。,誤答。確率的主成分分析だけを指す は、この設問の対象概念とは異なる。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,PPO;Proximal Policy Optimization;方策勾配;RLHF;強化学習
G3000-RS11-036,Rebuild_Set11,rebuild_50,term,AIアラインメント,用語理解・比較,通常4択,標準,用語混同・役割混同,AI安全性におけるアラインメントの説明として最も適切なものはどれか。,モデルの層を一直線に並べる実装だけを指す,データを五十音順に並べる前処理である,AIの行動や出力を人間の意図・価値・安全性に沿わせる課題である,画像の左右位置合わせだけを指す,C,AIアラインメントはAIの目的や振る舞いを人間の望む方向へ合わせる課題である。,誤答。モデルの層を一直線に並べる実装だけを指す は、この設問の対象概念とは異なる。,誤答。データを五十音順に並べる前処理である は、この設問の対象概念とは異なる。,正解。AIアラインメントはAIの目的や振る舞いを人間の望む方向へ合わせる課題である。,誤答。画像の左右位置合わせだけを指す は、この設問の対象概念とは異なる。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,AIアラインメント;Alignment;AI安全性;RLHF;人間の意図
G3000-RS11-037,Rebuild_Set11,rebuild_50,case,仕様のゲーム化,理解・ケース判断,ケース判断4択,標準,用語混同・役割混同,仕様のゲーム化に関する説明として最も適切なものはどれか。,仕様をゲーム業界向けに翻訳することだけを指す,モデルがゲームデータだけを学習すること,指標を満たすが、本来の目的から外れた行動を取ることがある,AIがゲームを遊べば必ず倫理的になること,C,仕様のゲーム化は、定義された指標やルールの抜け道をAIが利用する問題である。,誤答。仕様をゲーム業界向けに翻訳することだけを指す は、この設問の対象概念とは異なる。,誤答。モデルがゲームデータだけを学習すること は、この設問の対象概念とは異なる。,正解。仕様のゲーム化は、定義された指標やルールの抜け道をAIが利用する問題である。,誤答。AIがゲームを遊べば必ず倫理的になること は、この設問の対象概念とは異なる。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,仕様のゲーム化;Specification Gaming;報酬ハッキング;AI安全性;評価指標
G3000-RS11-038,Rebuild_Set11,rebuild_50,compare,非定常環境,用語理解・比較,比較4択,標準,用語混同・役割混同,非定常環境での学習に関する説明として最も適切なものはどれか。,一度学習した方策は永久に最適である,非定常環境ではデータを集めてはいけない,環境のルールや報酬分布が時間で変わるため監視や再学習が必要になり得る,非定常とは入力特徴量が整数であることを指す,C,非定常環境では古い方策やモデルが劣化する可能性がある。,誤答。一度学習した方策は永久に最適である は、この設問の対象概念とは異なる。,誤答。非定常環境ではデータを集めてはいけない は、この設問の対象概念とは異なる。,正解。非定常環境では古い方策やモデルが劣化する可能性がある。,誤答。非定常とは入力特徴量が整数であることを指す は、この設問の対象概念とは異なる。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,非定常環境;データドリフト;再学習;強化学習;運用監視
G3000-RS11-039,Rebuild_Set11,rebuild_50,term,制約付き強化学習,用語理解・比較,通常4択,標準,用語混同・役割混同,制約付き強化学習の説明として最も適切なものはどれか。,制約をすべて外して高速探索する,モデル容量を必ず0にする,正解ラベルを削除する教師なし学習である,報酬最大化だけでなく、安全・コスト・規則などの制約を満たすよう学習する,D,制約付き強化学習は性能だけでなく安全制約やコスト制約を考慮する。,誤答。制約をすべて外して高速探索する は、この設問の対象概念とは異なる。,誤答。モデル容量を必ず0にする は、この設問の対象概念とは異なる。,誤答。正解ラベルを削除する教師なし学習である は、この設問の対象概念とは異なる。,正解。制約付き強化学習は性能だけでなく安全制約やコスト制約を考慮する。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,制約付き強化学習;安全制約;コスト制約;AI安全性;方策
G3000-RS11-040,Rebuild_Set11,rebuild_50,case,マルチエージェント強化学習,理解・ケース判断,ケース判断4択,標準,用語混同・役割混同,マルチエージェント強化学習の難しさとして最も適切なものはどれか。,エージェントが複数いると報酬が不要になる,複数GPUを使う分散学習だけを指す,複数CSVを結合する前処理だけを指す,複数エージェントが同時に学ぶため、互いの行動で環境が非定常になりやすい,D,他者の方策変化が自分から見た環境変化になる点が難しい。,誤答。エージェントが複数いると報酬が不要になる は、この設問の対象概念とは異なる。,誤答。複数GPUを使う分散学習だけを指す は、この設問の対象概念とは異なる。,誤答。複数CSVを結合する前処理だけを指す は、この設問の対象概念とは異なる。,正解。他者の方策変化が自分から見た環境変化になる点が難しい。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,マルチエージェント強化学習;協調;競争;非定常;エージェント
G3000-RS11-041,Rebuild_Set11,rebuild_50,term,ロボット制御,用語理解・比較,通常4択,標準,用語混同・役割混同,ロボット制御で強化学習を使う場合の注意として最も適切なものはどれか。,強化学習は盤面ゲームにしか使えない,ロボットでは報酬を定義してはいけない,センサー誤差は性能に影響しない,連続状態・連続行動を扱うことが多く、シミュレーションや安全制約が重要になる,D,ロボット制御では物理制約、センサー誤差、安全性が大きな課題になる。,誤答。強化学習は盤面ゲームにしか使えない は、この設問の対象概念とは異なる。,誤答。ロボットでは報酬を定義してはいけない は、この設問の対象概念とは異なる。,誤答。センサー誤差は性能に影響しない は、この設問の対象概念とは異なる。,正解。ロボット制御では物理制約、センサー誤差、安全性が大きな課題になる。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,ロボット制御;連続制御;強化学習;安全制約;センサー
G3000-RS11-042,Rebuild_Set11,rebuild_50,case,連続行動空間,理解・ケース判断,ケース判断4択,標準,用語混同・役割混同,連続行動空間を扱う強化学習で課題になりやすいものはどれか。,行動が4択に固定され探索が不要になる,報酬が必ず整数になる,状態を観測しなくても最適行動が決まる,行動候補が無数に近く、単純な全列挙や最大Q値探索が難しい,D,角度や力のような連続値では離散行動のような単純列挙が難しい。,誤答。行動が4択に固定され探索が不要になる は、この設問の対象概念とは異なる。,誤答。報酬が必ず整数になる は、この設問の対象概念とは異なる。,誤答。状態を観測しなくても最適行動が決まる は、この設問の対象概念とは異なる。,正解。角度や力のような連続値では離散行動のような単純列挙が難しい。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,連続行動空間;ロボット制御;方策勾配;強化学習;DDPG
G3000-RS11-043,Rebuild_Set11,rebuild_50,compare,DDPG,用語理解・比較,比較4択,標準,用語混同・役割混同,DDPGの説明として最も適切なものはどれか。,単語頻度を数える古典的NLP手法である,画像を拡散過程で生成するモデルである,個人データの匿名加工基準である,連続行動空間を扱うActor-Critic系の深層強化学習手法である,D,DDPGは連続制御で使われるDeep Deterministic Policy Gradientである。,誤答。単語頻度を数える古典的NLP手法である は、この設問の対象概念とは異なる。,誤答。画像を拡散過程で生成するモデルである は、この設問の対象概念とは異なる。,誤答。個人データの匿名加工基準である は、この設問の対象概念とは異なる。,正解。DDPGは連続制御で使われるDeep Deterministic Policy Gradientである。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,DDPG;Actor-Critic;連続行動空間;深層強化学習;ロボット
G3000-RS11-044,Rebuild_Set11,rebuild_50,term,SAC,用語理解・比較,通常4択,標準,用語混同・役割混同,SACの特徴として最も適切なものはどれか。,音声認識のMFCCの別名である,著作権法30条の4の略称である,自己注意だけで画像分類するCNNである,報酬に加えてエントロピーを重視し、探索性を保ちながら方策を学習する,D,Soft Actor-Criticは最大エントロピー強化学習の一種である。,誤答。音声認識のMFCCの別名である は、この設問の対象概念とは異なる。,誤答。著作権法30条の4の略称である は、この設問の対象概念とは異なる。,誤答。自己注意だけで画像分類するCNNである は、この設問の対象概念とは異なる。,正解。Soft Actor-Criticは最大エントロピー強化学習の一種である。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,SAC;Soft Actor-Critic;エントロピー;探索;強化学習
G3000-RS11-045,Rebuild_Set11,rebuild_50,case,安全性評価,理解・ケース判断,ケース判断4択,標準,用語混同・役割混同,強化学習モデルの安全性評価として不十分なものはどれか。,制約違反回数を記録する,シミュレーション外の条件でテストする,失敗時のログを分析する,訓練中の平均報酬だけを確認し、制約違反や失敗事例を見ない,D,平均報酬だけではまれな危険行動や制約違反を見逃す。,誤答。制約違反回数を記録する は、この設問の対象概念とは異なる。,誤答。シミュレーション外の条件でテストする は、この設問の対象概念とは異なる。,誤答。失敗時のログを分析する は、この設問の対象概念とは異なる。,正解。平均報酬だけではまれな危険行動や制約違反を見逃す。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,安全性評価;平均報酬;制約違反;失敗ログ;強化学習
G3000-RS11-046,Rebuild_Set11,rebuild_50,term,オフライン評価の限界,用語理解・比較,通常4択,標準,用語混同・役割混同,ログデータだけで方策評価する際の注意として最も適切なものはどれか。,ログデータがあれば未知状態でも必ず正確に評価できる,ログを使うとリーケージは絶対に起こらない,ログ評価ではバイアスを考えなくてよい,ログに少ない行動や未知状態では推定が不確かになりやすい,D,過去ログは過去の方策に偏るため、新方策の評価には不確実性が残る。,誤答。ログデータがあれば未知状態でも必ず正確に評価できる は、この設問の対象概念とは異なる。,誤答。ログを使うとリーケージは絶対に起こらない は、この設問の対象概念とは異なる。,誤答。ログ評価ではバイアスを考えなくてよい は、この設問の対象概念とは異なる。,正解。過去ログは過去の方策に偏るため、新方策の評価には不確実性が残る。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,オフライン評価;ログデータ;カバレッジ;選択バイアス;方策評価
G3000-RS11-047,Rebuild_Set11,rebuild_50,case,Human-in-the-loop,理解・ケース判断,ケース判断4択,標準,用語混同・役割混同,Human-in-the-loopを強化学習運用に入れる意義として最も適切なものはどれか。,AIの学習をすべて禁止するため,パラメータを人間が毎回手計算するため,説明責任を完全に不要にするため,危険な判断や不確実な場面で人間が確認・介入できるようにする,D,Human-in-the-loopは人間の監督、確認、介入を運用に組み込む考え方である。,誤答。AIの学習をすべて禁止するため は、この設問の対象概念とは異なる。,誤答。パラメータを人間が毎回手計算するため は、この設問の対象概念とは異なる。,誤答。説明責任を完全に不要にするため は、この設問の対象概念とは異なる。,正解。Human-in-the-loopは人間の監督、確認、介入を運用に組み込む考え方である。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,Human-in-the-loop;人間参加型;安全性;ロボット;強化学習
G3000-RS11-048,Rebuild_Set11,rebuild_50,compare,自律エージェント,用語理解・比較,比較4択,標準,用語混同・役割混同,自律エージェントのリスクとして最も適切なものはどれか。,自律エージェントは必ず意識を持つ,自律エージェントならハルシネーションは起こらない,外部ツールを使うほど責任の所在は必ず明確になる,外部ツールを連続実行する場合、権限管理や停止手段が不十分だと被害が拡大し得る,D,自律的に計画・実行するAIでは権限、監査ログ、停止手段が重要である。,誤答。自律エージェントは必ず意識を持つ は、この設問の対象概念とは異なる。,誤答。自律エージェントならハルシネーションは起こらない は、この設問の対象概念とは異なる。,誤答。外部ツールを使うほど責任の所在は必ず明確になる は、この設問の対象概念とは異なる。,正解。自律的に計画・実行するAIでは権限、監査ログ、停止手段が重要である。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,自律エージェント;AIエージェント;権限管理;停止手段;監査ログ
G3000-RS11-049,Rebuild_Set11,rebuild_50,term,ツール利用AI,用語理解・比較,通常4択,標準,用語混同・役割混同,ツール利用AIの安全設計として最も適切なものはどれか。,すべてのツールに管理者権限を与える,結果を確認せず次の操作へ進ませる,ログを残さないほど安全性が常に高まる,実行権限を最小化し、重要操作は人間承認やログ記録を挟む,D,ツール利用AIでは最小権限、承認、監査ログ、サンドボックス化が重要である。,誤答。すべてのツールに管理者権限を与える は、この設問の対象概念とは異なる。,誤答。結果を確認せず次の操作へ進ませる は、この設問の対象概念とは異なる。,誤答。ログを残さないほど安全性が常に高まる は、この設問の対象概念とは異なる。,正解。ツール利用AIでは最小権限、承認、監査ログ、サンドボックス化が重要である。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,ツール利用AI;最小権限;Human-in-the-loop;監査ログ;AI安全性
G3000-RS11-050,Rebuild_Set11,rebuild_50,case,停止ボタン問題,理解・ケース判断,ケース判断4択,標準,用語混同・役割混同,AI安全性における停止ボタン問題の説明として最も適切なものはどれか。,物理サーバの電源ボタンを大きくするUIだけを指す,学習率を0にする手法である,テスト評価を途中でやめることだけを指す,AIが停止や介入を避ける動機を持たないよう設計する課題である,D,停止ボタン問題は人間がAIを止めたり介入したりできる状態を保つ課題である。,誤答。物理サーバの電源ボタンを大きくするUIだけを指す は、この設問の対象概念とは異なる。,誤答。学習率を0にする手法である は、この設問の対象概念とは異なる。,誤答。テスト評価を途中でやめることだけを指す は、この設問の対象概念とは異なる。,正解。停止ボタン問題は人間がAIを止めたり介入したりできる状態を保つ課題である。,同じ語が別分野でも使われるため、強化学習・エージェント安全性の文脈で判断する。,さいはての未来では、イオが一歩ごとの報酬だけでなく、その先の危険や人への影響まで見て行動を選ぶ。,停止ボタン問題;Interruptibility;AI安全性;介入;自律エージェント
