id,set,phase,question_type,topic,source_area,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,search_keywords,story_hint
FB02-054,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,NLP,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,RNNは系列を順番に処理し、LSTMは（　1　）構造で情報を保持・忘却し、（　2　）依存を扱いやすくする。,長期／ゲート,ゲート／長期,エンコーダ／デコーダ,漏えい／権限,B,空欄1は『ゲート』、空欄2は『長期』が入る。NLPでは、この2語の対応を逆にしないことが重要である。,不適切。『長期／ゲート』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『エンコーダ／デコーダ』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『漏えい／権限』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,NLP;ゲート;長期;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-055,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,NLP,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,Attentionは入力系列の各部分に（　1　）を付け、文脈に応じて重要な情報へ（　2　）する。,注目／重み,重み／注目,除去／復元,忠実性／自然さ,B,空欄1は『重み』、空欄2は『注目』が入る。NLPでは、この2語の対応を逆にしないことが重要である。,不適切。『注目／重み』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『除去／復元』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『忠実性／自然さ』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,NLP;重み;注目;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-056,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,NLP,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,TransformerはRNNの逐次処理に依存せず、（　1　）機構で系列内の（　2　）を捉える。,関係／自己注意,自己注意／関係,圧縮／復元,再ランキング／クエリ,B,空欄1は『自己注意』、空欄2は『関係』が入る。NLPでは、この2語の対応を逆にしないことが重要である。,不適切。『関係／自己注意』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『圧縮／復元』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『再ランキング／クエリ』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,NLP;自己注意;関係;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-057,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,NLP,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,位置エンコーディングは、自己注意だけでは不足しがちな（　1　）情報を加え、トークンの（　2　）を表す。,位置／順序,順序／位置,生成／ラベル,プロンプトインジェクション／データ,B,空欄1は『順序』、空欄2は『位置』が入る。NLPでは、この2語の対応を逆にしないことが重要である。,不適切。『位置／順序』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『生成／ラベル』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『プロンプトインジェクション／データ』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,NLP;順序;位置;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-058,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,NLP,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,BERTは文脈を双方向に見る（　1　）型、GPTは次トークンを予測する（　2　）型として覚える。,デコーダ／エンコーダ,エンコーダ／デコーダ,多様性／生成,不明／エスカレーション,B,空欄1は『エンコーダ』、空欄2は『デコーダ』が入る。NLPでは、この2語の対応を逆にしないことが重要である。,不適切。『デコーダ／エンコーダ』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『多様性／生成』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『不明／エスカレーション』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,NLP;エンコーダ;デコーダ;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-059,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,NLP,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,機械翻訳の代表的自動評価指標は（　1　）で、要約の重なりを見る代表的指標は（　2　）である。,ROUGE／BLEU,BLEU／ROUGE,特徴／変化,低下／増加,B,空欄1は『BLEU』、空欄2は『ROUGE』が入る。NLPでは、この2語の対応を逆にしないことが重要である。,不適切。『ROUGE／BLEU』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『特徴／変化』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『低下／増加』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,NLP;BLEU;ROUGE;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-060,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,NLP,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,LLMでは文章を（　1　）へ分割し、サブワード分割は未知語をより（　2　）やすくする。,扱い／トークン,トークン／扱い,整合性／リスク,構造化／検証,B,空欄1は『トークン』、空欄2は『扱い』が入る。NLPでは、この2語の対応を逆にしないことが重要である。,不適切。『扱い／トークン』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『整合性／リスク』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『構造化／検証』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,NLP;トークン;扱い;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-061,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,生成モデル,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,GANでは生成器が偽物を作り、識別器が本物と偽物を（　1　）し、両者が（　2　）的に学習する。,競争／判別,判別／競争,ハルシネーション／確認,例／形式,B,空欄1は『判別』、空欄2は『競争』が入る。生成モデルでは、この2語の対応を逆にしないことが重要である。,不適切。『競争／判別』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『ハルシネーション／確認』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『例／形式』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,生成モデル;判別;競争;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-062,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,生成モデル,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,VAEでは入力を潜在変数へ写す（　1　）と、潜在変数から復元する（　2　）を使う。,デコーダ／エンコーダ,エンコーダ／デコーダ,増幅／歪め,明確／減ら,B,空欄1は『エンコーダ』、空欄2は『デコーダ』が入る。生成モデルでは、この2語の対応を逆にしないことが重要である。,不適切。『デコーダ／エンコーダ』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『増幅／歪め』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『明確／減ら』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,生成モデル;エンコーダ;デコーダ;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-063,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,生成モデル,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,拡散モデルはデータへノイズを加える過程と、そのノイズを（　1　）する過程を学び、生成時には段階的に（　2　）する。,復元／除去,除去／復元,検索／生成,正しい／検証,B,空欄1は『除去』、空欄2は『復元』が入る。生成モデルでは、この2語の対応を逆にしないことが重要である。,不適切。『復元／除去』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『検索／生成』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『正しい／検証』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,生成モデル;除去;復元;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-064,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,生成モデル,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,オートエンコーダは入力を低次元表現へ（　1　）し、そこから元の入力を（　2　）する。,復元／圧縮,圧縮／復元,メタデータ／精度,優先／上書き,B,空欄1は『圧縮』、空欄2は『復元』が入る。生成モデルでは、この2語の対応を逆にしないことが重要である。,不適切。『復元／圧縮』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『メタデータ／精度』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『優先／上書き』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,生成モデル;圧縮;復元;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-065,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,生成モデル,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,生成モデルはデータの分布を学んで新しいサンプルを（　1　）し、識別モデルは入力の（　2　）を予測する。,ラベル／生成,生成／ラベル,インデックス／根拠,最小／承認,B,空欄1は『生成』、空欄2は『ラベル』が入る。生成モデルでは、この2語の対応を逆にしないことが重要である。,不適切。『ラベル／生成』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『インデックス／根拠』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『最小／承認』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,生成モデル;生成;ラベル;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-066,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,生成モデル,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,GANのモード崩壊では生成結果の（　1　）が乏しくなり、似た出力ばかり（　2　）される。,生成／多様性,多様性／生成,漏えい／権限,根拠／人間,B,空欄1は『多様性』、空欄2は『生成』が入る。生成モデルでは、この2語の対応を逆にしないことが重要である。,不適切。『生成／多様性』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『漏えい／権限』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『根拠／人間』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,生成モデル;多様性;生成;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-067,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,生成モデル,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,VAEの潜在空間ではデータの特徴が連続的に表され、潜在変数を変えると生成結果の（　1　）が（　2　）する。,変化／特徴,特徴／変化,忠実性／自然さ,要約／保持,B,空欄1は『特徴』、空欄2は『変化』が入る。生成モデルでは、この2語の対応を逆にしないことが重要である。,不適切。『変化／特徴』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『忠実性／自然さ』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『要約／保持』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,生成モデル;特徴;変化;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-068,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,生成モデル,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,画像生成AIの評価では、画質だけでなくプロンプトとの（　1　）や有害・権利侵害の（　2　）を見る。,リスク／整合性,整合性／リスク,再ランキング／クエリ,温度／固定,B,空欄1は『整合性』、空欄2は『リスク』が入る。生成モデルでは、この2語の対応を逆にしないことが重要である。,不適切。『リスク／整合性』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『再ランキング／クエリ』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『温度／固定』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,生成モデル;整合性;リスク;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-069,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,生成モデル,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,生成AIの出力はもっともらしいが、根拠のない情報を作る（　1　）があり、利用前に（　2　）が必要である。,確認／ハルシネーション,ハルシネーション／確認,プロンプトインジェクション／データ,マスキング／最小化,B,空欄1は『ハルシネーション』、空欄2は『確認』が入る。生成モデルでは、この2語の対応を逆にしないことが重要である。,不適切。『確認／ハルシネーション』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『プロンプトインジェクション／データ』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『マスキング／最小化』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,生成モデル;ハルシネーション;確認;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-070,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,生成モデル,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,合成データは不足データを補えるが、元データの偏りを（　1　）したり、分布を（　2　）たりする恐れがある。,歪め／増幅,増幅／歪め,不明／エスカレーション,データ／ガードレール,B,空欄1は『増幅』、空欄2は『歪め』が入る。生成モデルでは、この2語の対応を逆にしないことが重要である。,不適切。『歪め／増幅』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『不明／エスカレーション』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『データ／ガードレール』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,生成モデル;増幅;歪め;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-071,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,LLM/RAG,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,RAGでは、LLMの内部知識だけでなく外部文書を（　1　）し、その結果をコンテキストとして（　2　）する。,生成／検索,検索／生成,低下／増加,識別／安全,B,空欄1は『検索』、空欄2は『生成』が入る。LLM/RAGでは、この2語の対応を逆にしないことが重要である。,不適切。『生成／検索』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『低下／増加』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『識別／安全』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,LLM/RAG;検索;生成;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-072,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,LLM/RAG,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,RAGの検索品質は、文書のチャンク分割や（　1　）、埋め込み検索の（　2　）に左右される。,精度／メタデータ,メタデータ／精度,構造化／検証,識別／復元,B,空欄1は『メタデータ』、空欄2は『精度』が入る。LLM/RAGでは、この2語の対応を逆にしないことが重要である。,不適切。『精度／メタデータ』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『構造化／検証』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『識別／復元』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,LLM/RAG;メタデータ;精度;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-073,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,LLM/RAG,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,RAGで古い文書を参照しないためには、文書版と（　1　）の更新を管理し、回答の（　2　）を表示する。,根拠／インデックス,インデックス／根拠,例／形式,再識別／組み合わせ,B,空欄1は『インデックス』、空欄2は『根拠』が入る。LLM/RAGでは、この2語の対応を逆にしないことが重要である。,不適切。『根拠／インデックス』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『例／形式』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『再識別／組み合わせ』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,LLM/RAG;インデックス;根拠;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-074,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,LLM/RAG,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,社内RAGで閲覧権限のない文書を検索対象にすると、生成段階で（　1　）する恐れがあるため、検索時の（　2　）制御が必要である。,権限／漏えい,漏えい／権限,明確／減ら,類似性／利用規約,B,空欄1は『漏えい』、空欄2は『権限』が入る。LLM/RAGでは、この2語の対応を逆にしないことが重要である。,不適切。『権限／漏えい』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『明確／減ら』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『類似性／利用規約』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,LLM/RAG;漏えい;権限;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-075,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,LLM/RAG,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,RAGの回答が根拠文書とずれていないかを見る評価は（　1　）評価であり、単なる文章の（　2　）とは別に確認する。,自然さ／忠実性,忠実性／自然さ,正しい／検証,ライセンス／用途,B,空欄1は『忠実性』、空欄2は『自然さ』が入る。LLM/RAGでは、この2語の対応を逆にしないことが重要である。,不適切。『自然さ／忠実性』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『正しい／検証』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『ライセンス／用途』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,LLM/RAG;忠実性;自然さ;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-076,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,LLM/RAG,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,検索結果の関連度が低い場合、候補を再度順位づけする（　1　）や、質問を補う（　2　）拡張が有効なことがある。,クエリ／再ランキング,再ランキング／クエリ,優先／上書き,内容／学習,B,空欄1は『再ランキング』、空欄2は『クエリ』が入る。LLM/RAGでは、この2語の対応を逆にしないことが重要である。,不適切。『クエリ／再ランキング』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『優先／上書き』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『内容／学習』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,LLM/RAG;再ランキング;クエリ;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-077,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,LLM/RAG,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,外部文書中の悪意ある指示をLLMが命令として扱う攻撃は（　1　）であり、文書を（　2　）として分離する設計が必要である。,データ／プロンプトインジェクション,プロンプトインジェクション／データ,最小／承認,肖像／被害,B,空欄1は『プロンプトインジェクション』、空欄2は『データ』が入る。LLM/RAGでは、この2語の対応を逆にしないことが重要である。,不適切。『データ／プロンプトインジェクション』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『最小／承認』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『肖像／被害』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,LLM/RAG;プロンプトインジェクション;データ;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-078,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,LLM/RAG,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,根拠文書に答えがない場合は無理に答えず（　1　）とし、人間窓口へ（　2　）する。,エスカレーション／不明,不明／エスカレーション,根拠／人間,差別／説明,B,空欄1は『不明』、空欄2は『エスカレーション』が入る。LLM/RAGでは、この2語の対応を逆にしないことが重要である。,不適切。『エスカレーション／不明』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『根拠／人間』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『差別／説明』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,LLM/RAG;不明;エスカレーション;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-079,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,LLM/RAG,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,LLMの温度を下げると出力のランダム性は（　1　）しやすく、上げると多様性は（　2　）しやすい。,増加／低下,低下／増加,要約／保持,リスク／管理,B,空欄1は『低下』、空欄2は『増加』が入る。LLM/RAGでは、この2語の対応を逆にしないことが重要である。,不適切。『増加／低下』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『要約／保持』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『リスク／管理』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,LLM/RAG;低下;増加;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-080,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,LLM/RAG,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,LLMアプリの出力を業務システムで読むなら、自由文より（　1　）出力と出力（　2　）が重要である。,検証／構造化,構造化／検証,温度／固定,限界／自己決定,B,空欄1は『構造化』、空欄2は『検証』が入る。LLM/RAGでは、この2語の対応を逆にしないことが重要である。,不適切。『検証／構造化』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『温度／固定』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『限界／自己決定』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,LLM/RAG;構造化;検証;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
FB02-081,FinalBoost_Set02,本番直前・2箇所穴埋め対応関係,2箇所穴埋め,プロンプト,G検定横断領域,対応関係の即答,2空欄補充,直前対策,高,ゼロショットは例を示さず指示だけで解かせ、Few-shotは少数の（　1　）を示して出力の（　2　）を誘導する。,形式／例,例／形式,マスキング／最小化,混入／挙動,B,空欄1は『例』、空欄2は『形式』が入る。プロンプトでは、この2語の対応を逆にしないことが重要である。,不適切。『形式／例』は、空欄1と空欄2の対応関係がこの文脈と合わない。,正解。,不適切。『マスキング／最小化』は、空欄1と空欄2の対応関係がこの文脈と合わない。,不適切。『混入／挙動』は、空欄1と空欄2の対応関係がこの文脈と合わない。,2つの空欄を別々に暗記するのではなく、対応関係として見る。順番の入れ替えが典型的なひっかけ。,プロンプト;例;形式;穴埋め;G検定,さいはての未来では、イオが2つの概念の対応を観測して取り違えを避ける。四年五組なら、うっけが勢いで逆にして、カサネが静かに戻す。
