id,分野,難易度,問題,A,B,C,D,正解,解説,出題済み
G6-089,AIガバナンス,難しめ,AI監査の目的として最も適切なものはどれか。,AIの名称を統一すること,AIを必ず停止させること,AIの回答をすべて文学作品にすること,AIシステムが方針・法令・倫理・性能要件に沿っているか確認すること,D,AI監査はリスク管理や説明責任のため、設計・運用・ログ・評価などを確認する。,未
G6-090,生成AI,難しめ,コンテキスト長の制約による問題として最も適切なものはどれか。,モデルが画像を扱えなくなることだけ,学習済み知識がすべて消えること,法律上AI利用が禁止されること,長い入力の一部を参照できず、回答に必要な文脈を失う可能性があること,D,LLMが一度に参照できる文脈には上限があり、長文処理では分割や検索などの工夫が必要。,未
G6-091,データ処理,標準,外れ値への対応として最も適切なものはどれか。,常に何も確認せず削除する,必ず平均値に置き換える,外れ値は存在しないものとして扱う,原因や業務意味を確認し、削除・補正・別扱いなどを検討する,D,外れ値は誤入力の場合も重要な異常の場合もあるため、機械的削除ではなく意味確認が必要。,未
G6-092,深層学習,難しめ,Attention機構の説明として最も適切なものはどれか。,画像の明るさを固定する機構,データを訓練用に分割する機構,正解ラベルを匿名化する機構,入力中のどの部分に注目するかを重み付けして扱う機構,D,Attentionは重要部分に重みを置く仕組み。Transformerの中核概念。,未
G6-093,機械学習,標準,G検定のひっかけ対策として、ハイパーパラメータについて正しく理解している選択肢はどれか。,学習データから自動的に最終出力される正解ラベル,モデルの予測結果だけを指す値,法律上の個人情報だけを指す値,学習率や木の深さなど、学習前または学習外で設定する値,D,ハイパーパラメータはモデルが学習で直接獲得するパラメータとは異なる。,未
G6-094,統計・数理,難しめ,p値に関する説明として最も適切なものはどれか。,仮説が真である確率そのもの,結果の実務的な重要性そのもの,AIモデルのパラメータ数,帰無仮説のもとで観測結果以上に極端な結果が得られる確率,D,p値は「仮説が正しい確率」ではない。統計のひっかけとして重要。,未
G6-095,生成AI,標準,AIチャットボット導入でナレッジベース整備が重要な理由として最も適切なものはどれか。,人間の確認を完全に不要にするため,モデルに意識を持たせるため,著作権を消滅させるため,回答根拠となる正確な社内情報を参照しやすくするため,D,社内チャットボットでは、正確で最新のナレッジ整備が回答品質に直結する。,未
G6-096,AI倫理,難しめ,自動意思決定における人間の関与が重要な理由として最も適切なものはどれか。,AIの速度を必ず下げるため,AIを感情的にするため,すべての判断をランダムにするため,重大な影響を与える判断で誤りや不公平を是正できる余地を残すため,D,採用・与信・医療など重大影響のある領域では、人間の監督や異議申立てが重要。,未
G6-097,NLP,難しめ,機械翻訳でエンコーダ・デコーダ構造が使われる考え方として最も適切なものはどれか。,画像を低解像度にするため,個人情報を匿名加工するため,データをクラスタに分けるため,入力文を内部表現に変換し、それをもとに出力文を生成するため,D,seq2seqなどではエンコーダが入力を表現し、デコーダが出力系列を生成する。,未
G6-098,法律倫理,標準,個人情報をAIに入力する際の実務上の注意として最も適切なものはどれか。,便利なら無条件で外部AIに貼り付けてよい,入力後に削除できるので目的確認は不要,氏名以外はすべて個人情報ではない,利用目的、社内ルール、外部送信の有無、必要性を確認する,D,外部生成AIへの個人情報入力は情報漏えいリスクがある。社内規程や契約条件も確認する。,未
G6-099,AI活用,難しめ,AI導入で業務要件定義が重要な理由として最も適切なものはどれか。,AIなら目的がなくても自動で成果が出るから,高価なGPUを買えば要件定義は不要だから,モデル名だけ決めれば十分だから,解決したい課題、評価指標、運用責任が曖昧だと成果につながりにくいから,D,AI導入は技術選定より先に、業務課題・成功条件・運用体制を明確にする必要がある。,未
G6-100,生成AI,難しめ,G検定でRAGとファインチューニングの違いとして最も適切なものはどれか。,どちらも外部検索だけで、モデル重みは必ず変える,どちらもモデル重みを必ず追加学習する,RAGは法律用語、ファインチューニングは画像用語である,RAGは外部情報検索を利用し、ファインチューニングは追加学習でモデルを調整する,D,RAGは検索して文脈に入れる、ファインチューニングは重みを更新する。混同しやすい頻出ポイント。,未
