id,分野,難易度,問題,A,B,C,D,正解,解説,出題済み
G7-090,セキュリティ,やや難,敵対的サンプルの説明として最も適切なものはどれか。,正解ラベルが完全に正しいデータ,人間には小さな変化に見えてもモデルの誤分類を誘発する入力,モデルの説明文をまとめたカード,著作権者が許諾した画像,B,敵対的サンプルは微小な摂動でモデルを誤らせる例として知られる。,未
G7-091,セキュリティ,やや難,モデル反転攻撃の説明として最も適切なものはどれか。,モデルを上下逆に配置する攻撃,画像を左右反転して学習する方法,モデルの出力などから学習データの特徴や個人情報を推測しようとする攻撃,報酬を負の値にする強化学習手法,C,モデルから訓練データに関する情報が漏れるリスクがある。,未
G7-092,セキュリティ,やや難,メンバーシップ推論攻撃の説明として最も適切なものはどれか。,クラスタのメンバー数を数える通常処理,社内メンバーを推薦するAI機能,著作権者の会員登録を確認する制度,あるデータが学習データに含まれていたかを推測する攻撃,D,学習データへの含有有無が推測されるとプライバシーリスクになる。,未
G7-093,データ前処理,標準,欠損値処理の方法として最も適切なものはどれか。,削除、平均値補完、推定値補完などを目的に応じて選ぶ,必ず0で埋めれば常に最良になる,欠損がある列をすべて著作物とみなす,欠損値はモデルが必ず完全に理解する,A,欠損値はデータ特性や業務意味を考慮して適切に処理する。,未
G7-094,データ前処理,標準,正規化・標準化が有効な理由として最も適切なものはどれか。,ラベルが不要になる,特徴量のスケール差が学習に与える影響を抑えられる場合がある,著作権が消滅する,モデルの説明責任が不要になる,B,スケールが大きく異なる特徴量は学習や距離計算に影響するため調整することがある。,未
G7-095,データ前処理,やや難,ワンホットエンコーディングの説明として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,連続値を必ず画像に変換する方法,報酬を1だけに固定する方法,カテゴリを0/1の複数列で表現する方法,文章を一文に要約する方法,C,ワンホットはカテゴリ変数を機械学習で扱いやすい数値ベクトルにする。,未
G7-096,データ前処理,標準,データ拡張の説明として最も適切なものはどれか。,学習データをすべて削除する,正解ラベルを隠す法律手続き,出力結果を必ず長くする,画像の回転や反転などで学習データのバリエーションを増やす,D,データ拡張は汎化性能向上や過学習抑制のために使われる。,未
G7-097,学習手法,標準,転移学習の説明として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,あるタスクで学んだ特徴や知識を別の関連タスクに活用する,すべての学習をゼロから行うこと,モデルを別会社に譲渡する法的手続き,検索結果を別ページへ転送すること,A,転移学習は既存の学習済みモデルを活用し、少ないデータでも性能を出しやすくする。,未
G7-098,学習手法,やや難,事前学習とファインチューニングの関係として最も適切なものはどれか。,最初から特定タスクだけを手書きルールで解く,大規模データで汎用的に学び、特定タスク向けに追加調整する,検索した文書を削除してから生成する,法律上の権利者を変更する,B,基盤モデルでは事前学習後に下流タスクへ適応させることが多い。,未
G7-099,学習手法,やや難,半教師あり学習の説明として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,ラベル付きデータだけを使う教師あり学習そのもの,報酬だけを使う強化学習そのもの,少量のラベル付きデータと大量のラベルなしデータを組み合わせて学習する,人間がルールを半分だけ書く制度,C,半教師あり学習はラベル付けコストが高い場合に有効なことがある。,未
G7-100,学習手法,やや難,自己教師あり学習の説明として最も適切なものはどれかについて、G検定対策として最も適切なものはどれか。,人間の教師が必ず画面越しに教える,正解ラベルを一切作らずランダムに更新する,法律上の自己責任を学ぶこと,データ自身から擬似的な教師信号を作り学習する,D,自己教師あり学習はマスク予測など、データ内の構造から学習信号を作る。,未
