id,set,phase,question_type,topic,source_area,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,search_keywords,story_hint
R39-031,Rebuild_Set39,横断複合・重複回避十八段目,case,説明と因果の混同,XAI,分析,case,mid,high,ある特徴量がSHAPで大きく表示された。そこから直ちに言えることはどれか。,その特徴量が必ず原因である,その特徴量を消せば必ず公平になる,モデル予測への寄与が大きい可能性があるが、因果関係の証明ではない,その特徴量はデータに存在しない,C,SHAPなどの説明は予測への寄与を示すが、因果関係そのものを証明するわけではない。,Aはその特徴量が必ず原因であるを述べているが、この設問の条件では主因または最優先対応ではない。,Bはその特徴量を消せば必ず公平になるを述べているが、この設問の条件では主因または最優先対応ではない。,,Dはその特徴量はデータに存在しないを述べているが、この設問の条件では主因または最優先対応ではない。,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,SHAP;説明可能性;因果関係;特徴量寄与,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-032,Rebuild_Set39,横断複合・重複回避十八段目,case,データ保持期間,AIガバナンス,応用,case,mid,medium,生成AIサービスのログを無期限に保存する設計に懸念がある。検討すべき観点はどれか。,ログは長いほど常に安全である,保存期間は短いほど必ず違法である,利用目的、監査必要性、個人情報、削除ルールを踏まえた保持期間,ログのファイル名だけ,C,ログ保存は監査に役立つ一方、個人情報や目的との関係で保持期間・削除ルールが必要。,Aはログは長いほど常に安全であるを述べているが、この設問の条件では主因または最優先対応ではない。,Bは保存期間は短いほど必ず違法であるを述べているが、この設問の条件では主因または最優先対応ではない。,,Dはログのファイル名だけを述べているが、この設問の条件では主因または最優先対応ではない。,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,ログ保持期間;個人情報;監査;削除ルール,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-033,Rebuild_Set39,横断複合・重複回避十八段目,case,モデル蒸留の目的,モデル軽量化,理解,case,mid,medium,大きな教師モデルの出力を使い、小さな生徒モデルに振る舞いを学ばせる手法の主目的はどれか。,データを暗号化すること,探索木を深くすること,推論コストやモデルサイズを下げつつ性能を保つこと,著作権を自動で消滅させること,C,知識蒸留は大規模モデルの知識を小規模モデルへ移し、軽量化と性能維持を狙う。,Aはデータを暗号化することを述べているが、この設問の条件では主因または最優先対応ではない。,Bは探索木を深くすることを述べているが、この設問の条件では主因または最優先対応ではない。,,Dは著作権を自動で消滅させることを述べているが、この設問の条件では主因または最優先対応ではない。,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,知識蒸留;モデル軽量化;教師モデル;生徒モデル,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-034,Rebuild_Set39,横断複合・重複回避十八段目,case,マルチモーダルの評価,生成AI評価,分析,case,high,high,画像とテキストを入力するモデルで、文章だけのベンチマークが高い。導入判断として適切なのはどれか。,文章評価だけで画像タスク性能も保証される,画像入力を禁止すればマルチモーダル性能が上がる,実用途の画像・テキスト組合せで評価する必要がある,評価せずに本番投入する,C,マルチモーダルモデルは、実際の入力形式に近い評価が必要。,Aは文章評価だけで画像タスク性能も保証されるを述べているが、この設問の条件では主因または最優先対応ではない。,Bは画像入力を禁止すればマルチモーダル性能が上がるを述べているが、この設問の条件では主因または最優先対応ではない。,,Dは評価せずに本番投入するを述べているが、この設問の条件では主因または最優先対応ではない。,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,マルチモーダル;画像テキスト;ベンチマーク;実用途評価,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-035,Rebuild_Set39,横断複合・重複回避十八段目,case,自動運転の認識限界,AI応用,応用,case,mid,medium,自動運転で、まれな天候や工事現場で認識性能が落ちる。重要な対策はどれか。,通常晴天データだけで評価する,精度が高ければ安全設計は不要とする,エッジケースのデータ収集、シミュレーション、冗長センサ、安全停止を検討する,車体色だけを変える,C,自動運転では稀な状況への対応、冗長性、安全停止が重要。,Aは通常晴天データだけで評価するを述べているが、この設問の条件では主因または最優先対応ではない。,Bは精度が高ければ安全設計は不要とするを述べているが、この設問の条件では主因または最優先対応ではない。,,Dは車体色だけを変えるを述べているが、この設問の条件では主因または最優先対応ではない。,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,自動運転;エッジケース;センサーフュージョン;安全停止,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-036,Rebuild_Set39,横断複合・重複回避十八段目,case,目的外利用,個人情報保護,応用,case,mid,high,問い合わせ対応のために集めたデータを、本人に説明なく別目的の広告最適化に使おうとしている。問題になりやすい点はどれか。,データ量が多いことだけ,CSV形式であることだけ,利用目的との関係や本人への説明・同意が不十分なこと,モデルが線形であること,C,個人情報は利用目的との関係や本人への説明が重要。目的外利用には注意が必要。,Aはデータ量が多いことだけを述べているが、この設問の条件では主因または最優先対応ではない。,BはCSV形式であることだけを述べているが、この設問の条件では主因または最優先対応ではない。,,Dはモデルが線形であることを述べているが、この設問の条件では主因または最優先対応ではない。,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,目的外利用;個人情報;同意;利用目的,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-037,Rebuild_Set39,横断複合・重複回避十八段目,case,RAGの回答根拠,生成AI運用,応用,case,high,medium,社内QAで、回答文は正しそうだが根拠文書が示されない。改善として適切なのはどれか。,回答を必ず詩にする,検索を無効化する,参照文書IDや根拠箇所を提示し、人が確認できるようにする,モデル温度を最大にする,C,RAGでは根拠提示により検証可能性が高まる。,Aは回答を必ず詩にするを述べているが、この設問の条件では主因または最優先対応ではない。,Bは検索を無効化するを述べているが、この設問の条件では主因または最優先対応ではない。,,Dはモデル温度を最大にするを述べているが、この設問の条件では主因または最優先対応ではない。,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,RAG;根拠提示;文書ID;検証可能性,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-038,Rebuild_Set39,横断複合・重複回避十八段目,case,人手評価の設計,生成AI評価,分析,case,high,high,生成AIの回答品質を人手で評価する。評価者ごとに基準がぶれている。必要な対応はどれか。,評価者を全員削除する,評価対象を見ないで採点する,評価基準・ルーブリック・複数評価者の一致度確認を行う,常に最初の回答を満点にする,C,人手評価ではルーブリック、評価者訓練、一致度の確認が重要。,Aは評価者を全員削除するを述べているが、この設問の条件では主因または最優先対応ではない。,Bは評価対象を見ないで採点するを述べているが、この設問の条件では主因または最優先対応ではない。,,Dは常に最初の回答を満点にするを述べているが、この設問の条件では主因または最優先対応ではない。,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,人手評価;ルーブリック;一致度;生成AI評価,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-039,Rebuild_Set39,横断複合・重複回避十八段目,case,エッジAIの利点,AIシステム設計,理解,case,mid,medium,工場の装置異常をミリ秒単位で検知したい。クラウド送信だけでなくエッジAIを検討する主な理由はどれか。,モデルを必ず大規模化できるから,個人情報保護が不要になるから,学習データが消えるから,低遅延やネットワーク断時の継続動作が期待できるから,D,エッジAIは端末近くで推論するため、低遅延、通信削減、オフライン継続に利点がある。,Aはモデルを必ず大規模化できるからを述べているが、この設問の条件では主因または最優先対応ではない。,Bは個人情報保護が不要になるからを述べているが、この設問の条件では主因または最優先対応ではない。,Cは学習データが消えるからを述べているが、この設問の条件では主因または最優先対応ではない。,,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,エッジAI;低遅延;工場AI;オフライン推論,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-040,Rebuild_Set39,横断複合・重複回避十八段目,case,PoC成功の誤解,AIプロジェクト,分析,case,mid,high,PoCでは精度が高かったが、本番化でデータ連携、監視、権限、問い合わせ対応が未設計だった。見落としている観点はどれか。,損失関数の名前だけ,GPUメーカーのロゴだけ,訓練データの行数だけ,本番運用設計と業務プロセスへの組込み,D,AI導入は精度だけでなく、運用、監視、権限、業務フローが必要。,Aは損失関数の名前だけを述べているが、この設問の条件では主因または最優先対応ではない。,BはGPUメーカーのロゴだけを述べているが、この設問の条件では主因または最優先対応ではない。,Cは訓練データの行数だけを述べているが、この設問の条件では主因または最優先対応ではない。,,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,PoC;本番移行;運用設計;業務プロセス,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-041,Rebuild_Set39,横断複合・重複回避十八段目,case,ランキング評価,推薦システム,分析,case,low,medium,検索結果の上位に関連文書を出せているかを評価したい。関連が深い指標はどれか。,MSEだけ,シルエット係数だけ,BLEUだけ,NDCGやPrecision@k,D,ランキングでは上位順序を考慮するNDCGやPrecision@kなどが使われる。,AはMSEだけを述べているが、この設問の条件では主因または最優先対応ではない。,Bはシルエット係数だけを述べているが、この設問の条件では主因または最優先対応ではない。,CはBLEUだけを述べているが、この設問の条件では主因または最優先対応ではない。,,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,NDCG;Precision@k;ランキング評価;検索,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-042,Rebuild_Set39,横断複合・重複回避十八段目,case,越境移転の確認,個人情報保護,応用,case,mid,high,海外クラウドの生成AIサービスに個人データを送信する。確認すべき観点として最も適切なのはどれか。,クラウド名の響き,回答の文字色,GPU数だけ,委託・第三者提供・越境移転・契約上のデータ取扱い,D,海外サービス利用ではデータの移転、委託、保存、契約条件などの確認が重要。,Aはクラウド名の響きを述べているが、この設問の条件では主因または最優先対応ではない。,Bは回答の文字色を述べているが、この設問の条件では主因または最優先対応ではない。,CはGPU数だけを述べているが、この設問の条件では主因または最優先対応ではない。,,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,越境移転;クラウドAI;個人データ;契約,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-043,Rebuild_Set39,横断複合・重複回避十八段目,case,敵対的サンプル,AIセキュリティ,理解,case,mid,medium,画像に人間には分かりにくい微小な変化を加えることで、画像分類AIを誤分類させる攻撃はどれか。,協調フィルタリング,データ正規化,k分割交差検証,敵対的サンプルによる攻撃,D,敵対的サンプルは、入力に微小な摂動を加えてモデルを誤らせる攻撃。,Aは協調フィルタリングを述べているが、この設問の条件では主因または最優先対応ではない。,Bはデータ正規化を述べているが、この設問の条件では主因または最優先対応ではない。,Cはk分割交差検証を述べているが、この設問の条件では主因または最優先対応ではない。,,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,敵対的サンプル;画像分類;AIセキュリティ;摂動,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-044,Rebuild_Set39,横断複合・重複回避十八段目,case,因果推論と相関,数理統計,分析,case,low,high,広告表示と購入に正の相関がある。広告が購入を増やしたと主張する前に必要な観点はどれか。,相関があれば因果は自動で確定する,散布図を消す,モデルを深くすれば因果になる,交絡要因や介入・比較設計を検討する,D,相関だけでは因果は言えない。交絡や実験設計を考える必要がある。,Aは相関があれば因果は自動で確定するを述べているが、この設問の条件では主因または最優先対応ではない。,Bは散布図を消すを述べているが、この設問の条件では主因または最優先対応ではない。,Cはモデルを深くすれば因果になるを述べているが、この設問の条件では主因または最優先対応ではない。,,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,因果推論;相関;交絡;介入,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-045,Rebuild_Set39,横断複合・重複回避十八段目,case,データカタログ,データ管理,理解,case,mid,medium,社内のどこにどのデータがあり、誰が責任者で、利用条件は何かを探せるようにしたい。関連する仕組みはどれか。,ドロップアウト,活性化関数,ソフトマックス,データカタログやメタデータ管理,D,データカタログはデータ所在、定義、責任者、利用条件などを管理する。,Aはドロップアウトを述べているが、この設問の条件では主因または最優先対応ではない。,Bは活性化関数を述べているが、この設問の条件では主因または最優先対応ではない。,Cはソフトマックスを述べているが、この設問の条件では主因または最優先対応ではない。,,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,データカタログ;メタデータ;データガバナンス;利用条件,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-046,Rebuild_Set39,横断複合・重複回避十八段目,case,LLMの温度設定,生成AI運用,理解,case,high,medium,FAQ回答で、毎回安定した表現と事実性を重視したい。生成設定として一般に適切なのはどれか。,温度を常に最大にする,ランダム性を増やすほど事実性が保証される,根拠文書を使わない,温度を低めにし、根拠確認や回答制約を組み合わせる,D,温度を低くすると出力のランダム性は下がるが、事実性保証には根拠や制約も必要。,Aは温度を常に最大にするを述べているが、この設問の条件では主因または最優先対応ではない。,Bはランダム性を増やすほど事実性が保証されるを述べているが、この設問の条件では主因または最優先対応ではない。,Cは根拠文書を使わないを述べているが、この設問の条件では主因または最優先対応ではない。,,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,温度設定;LLM;FAQ;回答安定性,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-047,Rebuild_Set39,横断複合・重複回避十八段目,case,データ削除要求,AIガバナンス,応用,case,mid,high,利用者からデータ削除要求があった。AIシステム運用で確認すべき対象として最も適切なのはどれか。,画面の背景色だけ,社内スローガンだけ,乱数シードだけ,原データ、ログ、派生データ、学習済みモデルへの影響範囲,D,削除要求では原データだけでなくログ、派生データ、モデルへの影響範囲を確認する。,Aは画面の背景色だけを述べているが、この設問の条件では主因または最優先対応ではない。,Bは社内スローガンだけを述べているが、この設問の条件では主因または最優先対応ではない。,Cは乱数シードだけを述べているが、この設問の条件では主因または最優先対応ではない。,,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,データ削除;個人情報;ログ;学習済みモデル,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-048,Rebuild_Set39,横断複合・重複回避十八段目,case,多クラス分類の誤り分析,モデル評価,分析,case,low,medium,10種類の商品画像分類で、全体精度は高いがA商品とB商品の取り違えだけ多い。見るべきものはどれか。,平均値だけ,乱数表だけ,モデル名だけ,混同行列やクラス別指標,D,混同行列はどのクラスをどのクラスと誤るかを把握するのに役立つ。,Aは平均値だけを述べているが、この設問の条件では主因または最優先対応ではない。,Bは乱数表だけを述べているが、この設問の条件では主因または最優先対応ではない。,Cはモデル名だけを述べているが、この設問の条件では主因または最優先対応ではない。,,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,混同行列;多クラス分類;誤り分析;クラス別評価,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-049,Rebuild_Set39,横断複合・重複回避十八段目,case,AIインシデント対応,AI運用,応用,case,mid,high,本番AIが差別的な出力をした可能性がある。最初に必要な対応として最も適切なのはどれか。,問題を隠してモデル名を変える,ログを消して証拠を減らす,利用者に責任を全て転嫁する,影響範囲を確認し、ログ保全、停止・切戻し、原因分析、再発防止を行う,D,AIインシデントでは影響範囲確認、証跡保全、停止判断、原因分析、再発防止が重要。,Aは問題を隠してモデル名を変えるを述べているが、この設問の条件では主因または最優先対応ではない。,Bはログを消して証拠を減らすを述べているが、この設問の条件では主因または最優先対応ではない。,Cは利用者に責任を全て転嫁するを述べているが、この設問の条件では主因または最優先対応ではない。,,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,AIインシデント;ログ保全;差別的出力;再発防止,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
R39-050,Rebuild_Set39,横断複合・重複回避十八段目,case,レッドチーミング,LLM安全性,理解,case,high,medium,生成AI公開前に、悪用・脱獄・危険出力を意図的に試して弱点を見つけたい。関連が深い活動はどれか。,正規化,データ拡張,単純平均,レッドチーミング,D,レッドチーミングは攻撃者視点でシステムの弱点を検証する活動。,Aは正規化を述べているが、この設問の条件では主因または最優先対応ではない。,Bはデータ拡張を述べているが、この設問の条件では主因または最優先対応ではない。,Cは単純平均を述べているが、この設問の条件では主因または最優先対応ではない。,,単独用語の定義ではなく、条件・目的・制約の優先順位を読む問題。似た言葉に引っ張られない。,レッドチーミング;脱獄;LLM安全性;悪用検証,さいはての未来では、ミチの便利さより、ユイがどの条件を優先するかを見る。物語後は試験用語へ戻す。
