id,set,phase,question_type,topic,source_area,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,search_keywords,story_hint
R31-027,Rebuild_Set31,横断複合・重複回避四段目,case,利用者教育,G検定横断領域,AIリテラシー,ケース判断,高,中,全社員に生成AIを開放したところ、出力を根拠確認せずに顧客へ送る事例が出た。最も適切な対策はどれか。,生成AIを使えば、確認作業は原則不要と周知する,出力が自然な文章なら事実確認を省略してよい,利用ルール、確認手順、禁止入力、引用・根拠確認を教育する,社員教育ではなくモデルサイズだけを増やす,C,生成AI利用では、出力確認、根拠確認、禁止入力、利用ルールの教育が重要である。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,正しい。 生成AI利用では、出力確認、根拠確認、禁止入力、利用ルールの教育が重要である。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,用語名だけで反射せず、目的・入力情報・評価方法・責任分界をセットで読む。,AIリテラシー;生成AI教育;根拠確認;利用ルール,さいはてでは、ミチの出力を「何に基づくか」「誰が確かめるか」「失敗時どう止めるか」で観測する。
R31-028,Rebuild_Set31,横断複合・重複回避四段目,case,モデルカード,G検定横断領域,文書化,ケース判断,中,中,社内で複数モデルを運用しており、用途・訓練データ・評価・制限を一覧で管理したい。近い考え方はどれか。,プロンプトを全社員で共有しないことだけ,評価結果を口頭で伝えることだけ,モデルをZIPで保存することだけ,モデルカードのようにモデルの用途、データ、評価、制限、注意点を文書化する,D,モデルカードはモデルの用途、データ、評価結果、制限、注意点などを共有する文書化手段である。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,正しい。 モデルカードはモデルの用途、データ、評価結果、制限、注意点などを共有する文書化手段である。,用語名だけで反射せず、目的・入力情報・評価方法・責任分界をセットで読む。,モデルカード;文書化;モデル管理;制限事項,さいはてでは、ミチの出力を「何に基づくか」「誰が確かめるか」「失敗時どう止めるか」で観測する。
R31-029,Rebuild_Set31,横断複合・重複回避四段目,case,選択バイアス,G検定横断領域,データ収集,ケース判断,中,高,アプリ利用者だけからアンケートを集めて需要予測モデルを作ったところ、非利用者向け施策の予測が外れた。疑うべき問題はどれか。,データ収集対象が偏り、母集団を代表していない選択バイアス,活性化関数が必ず線形である問題,RAGの検索インデックスが大きすぎる問題,教師あり学習ではバイアスが発生しない,A,収集対象が母集団を代表していないと、モデルが非利用者にうまく汎化しない可能性がある。,正しい。 収集対象が母集団を代表していないと、モデルが非利用者にうまく汎化しない可能性がある。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,用語名だけで反射せず、目的・入力情報・評価方法・責任分界をセットで読む。,選択バイアス;サンプリング;需要予測;母集団,さいはてでは、ミチの出力を「何に基づくか」「誰が確かめるか」「失敗時どう止めるか」で観測する。
R31-030,Rebuild_Set31,横断複合・重複回避四段目,case,外れ値処理,G検定横断領域,前処理,ケース判断,低,中,センサーデータに極端な値があり、故障の兆候かノイズか不明である。最も適切な前処理方針はどれか。,外れ値は必ず全削除する,業務意味を確認し、ノイズ・異常兆候・測定限界を区別して処理する,外れ値は必ず正解ラベルとして使う,標準化すれば外れ値の意味確認は不要になる,B,外れ値はノイズとは限らず、異常検知では重要な兆候の場合もあるため、意味確認が必要である。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,正しい。 外れ値はノイズとは限らず、異常検知では重要な兆候の場合もあるため、意味確認が必要である。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,用語名だけで反射せず、目的・入力情報・評価方法・責任分界をセットで読む。,外れ値;センサーデータ;異常検知;前処理,さいはてでは、ミチの出力を「何に基づくか」「誰が確かめるか」「失敗時どう止めるか」で観測する。
R31-031,Rebuild_Set31,横断複合・重複回避四段目,case,問い合わせ分類,G検定横断領域,分類設計,ケース判断,低,中,問い合わせを「苦情」「要望」「質問」に分類するが、1件に複数の性質が含まれることが多い。設計として適切なのはどれか。,必ず1ラベル分類にし、複数ラベルを禁止する,ラベル定義を曖昧にしたまま学習すればよい,マルチラベル分類やラベル定義の見直しを検討する,分類タスクではアノテーション基準は不要である,C,1つのデータに複数ラベルがあり得る場合、マルチラベル分類やラベル基準の再設計が必要になる。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,正しい。 1つのデータに複数ラベルがあり得る場合、マルチラベル分類やラベル基準の再設計が必要になる。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,用語名だけで反射せず、目的・入力情報・評価方法・責任分界をセットで読む。,マルチラベル分類;問い合わせ分類;アノテーション;ラベル設計,さいはてでは、ミチの出力を「何に基づくか」「誰が確かめるか」「失敗時どう止めるか」で観測する。
R31-032,Rebuild_Set31,横断複合・重複回避四段目,case,データ削除要求,G検定横断領域,プライバシー運用,ケース判断,高,高,利用者からデータ削除を求められたが、そのデータは既に学習済みモデルに反映されている可能性がある。検討として最も適切なのはどれか。,学習済みなら削除要求を無視してよい,元データを消せば、モデルへの影響確認は常に不要である,AIモデルに使ったデータは削除できないと一律に説明する,元データ、派生データ、学習済みモデルへの影響、再学習や除外手続を確認する,D,削除要求では元データだけでなく、派生データやモデルへの反映、対応可能な手続を検討する。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,正しい。 削除要求では元データだけでなく、派生データやモデルへの反映、対応可能な手続を検討する。,用語名だけで反射せず、目的・入力情報・評価方法・責任分界をセットで読む。,データ削除;学習済みモデル;プライバシー;データ管理,さいはてでは、ミチの出力を「何に基づくか」「誰が確かめるか」「失敗時どう止めるか」で観測する。
R31-033,Rebuild_Set31,横断複合・重複回避四段目,case,時系列リーク,G検定横断領域,時系列評価,ケース判断,中,高,来月の解約を予測するモデルに、解約後に記録される「解約理由」項目が入っていた。問題として最も適切なのはどれか。,未来情報が特徴量に混入するデータリーケージ,教師なし学習ではないため評価できない,特徴量が多いので必ず公平になる,正解ラベルがある場合リーケージは起きない,A,予測時点で利用できない未来情報を特徴量に入れると、評価が不自然に高くなる。,正しい。 予測時点で利用できない未来情報を特徴量に入れると、評価が不自然に高くなる。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,用語名だけで反射せず、目的・入力情報・評価方法・責任分界をセットで読む。,時系列リーケージ;解約予測;未来情報;特徴量,さいはてでは、ミチの出力を「何に基づくか」「誰が確かめるか」「失敗時どう止めるか」で観測する。
R31-034,Rebuild_Set31,横断複合・重複回避四段目,case,ガードレール限界,G検定横断領域,LLM安全性,ケース判断,高,高,禁止事項をシステムプロンプトに書いたが、ユーザーが巧妙に回避する入力をした。最も適切な理解はどれか。,システムプロンプトを書けば全攻撃を完全に防げる,プロンプトだけでなく、入力検査、出力検査、権限制御、ログ監視を組み合わせる必要がある,攻撃対策をすると必ず回答品質がゼロになる,プロンプトインジェクションはRAGでは発生しない,B,LLM安全性はプロンプトだけで完結せず、多層的なガードレールが必要である。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,正しい。 LLM安全性はプロンプトだけで完結せず、多層的なガードレールが必要である。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,用語名だけで反射せず、目的・入力情報・評価方法・責任分界をセットで読む。,ガードレール;プロンプトインジェクション;入力検査;出力検査,さいはてでは、ミチの出力を「何に基づくか」「誰が確かめるか」「失敗時どう止めるか」で観測する。
R31-035,Rebuild_Set31,横断複合・重複回避四段目,case,データシート,G検定横断領域,データ文書化,ケース判断,中,中,外部データセットを利用する前に、収集方法、対象範囲、欠損、利用制限、バイアスを確認したい。近い文書化の考え方はどれか。,モデルの重みを暗号化すること,最終精度だけを記録すること,Datasheets for Datasets のようにデータセットの来歴や制限を文書化すること,ラベル名を短くすること,C,データセットの来歴、収集方法、制限、バイアスなどを文書化する考え方が重要である。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,正しい。 データセットの来歴、収集方法、制限、バイアスなどを文書化する考え方が重要である。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,用語名だけで反射せず、目的・入力情報・評価方法・責任分界をセットで読む。,Datasheets for Datasets;データ来歴;バイアス;利用制限,さいはてでは、ミチの出力を「何に基づくか」「誰が確かめるか」「失敗時どう止めるか」で観測する。
R31-036,Rebuild_Set31,横断複合・重複回避四段目,case,オンライン学習リスク,G検定横断領域,モデル更新,ケース判断,中,高,ユーザー反応を逐次取り込んで推薦モデルを更新したところ、一部の人気商品だけがさらに表示されるようになった。疑うべき問題はどれか。,オンライン学習ではフィードバックは使えない,人気商品が増えるほど公平性は必ず改善する,推薦モデルでは分布変化は起きない,フィードバックループにより、過去の表示偏りがさらに強化される可能性がある,D,推薦やランキングでは、表示されたものがさらにクリックされやすくなり、偏りが増幅することがある。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,正しい。 推薦やランキングでは、表示されたものがさらにクリックされやすくなり、偏りが増幅することがある。,用語名だけで反射せず、目的・入力情報・評価方法・責任分界をセットで読む。,オンライン学習;フィードバックループ;推薦;人気バイアス,さいはてでは、ミチの出力を「何に基づくか」「誰が確かめるか」「失敗時どう止めるか」で観測する。
R31-037,Rebuild_Set31,横断複合・重複回避四段目,case,費用対効果,G検定横断領域,導入判断,ケース判断,低,中,AI導入案で精度改善は小さいが、計算コストと運用負荷が大きく増える。判断として最も適切なのはどれか。,精度だけでなく、コスト、遅延、保守性、業務価値を含めて判断する,AIモデルは大きいほど常に業務価値が高い,コストはG検定の範囲外なので一切考えない,精度が1%でも上がれば必ず導入すべきである,A,AI導入では精度だけでなく、業務価値、コスト、レイテンシ、保守性を含めて判断する。,正しい。 AI導入では精度だけでなく、業務価値、コスト、レイテンシ、保守性を含めて判断する。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,用語名だけで反射せず、目的・入力情報・評価方法・責任分界をセットで読む。,費用対効果;モデル運用;レイテンシ;業務価値,さいはてでは、ミチの出力を「何に基づくか」「誰が確かめるか」「失敗時どう止めるか」で観測する。
R31-038,Rebuild_Set31,横断複合・重複回避四段目,case,委託先管理,G検定横断領域,契約法務,ケース判断,中,高,AI開発を委託し、委託先が再委託先にデータを渡す可能性がある。確認すべき点として最も適切なのはどれか。,再委託先に渡れば自社の管理責任は消える,再委託の可否、データ取扱い、秘密保持、監査権限、返却・削除を契約で確認する,AI開発では秘密保持契約は不要である,データを渡す相手が増えるほどリスクは必ず下がる,B,委託・再委託ではデータ取扱い、秘密保持、監査、返却・削除などを契約で明確にする。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,正しい。 委託・再委託ではデータ取扱い、秘密保持、監査、返却・削除などを契約で明確にする。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,用語名だけで反射せず、目的・入力情報・評価方法・責任分界をセットで読む。,AI契約;再委託;秘密保持;データ取扱い,さいはてでは、ミチの出力を「何に基づくか」「誰が確かめるか」「失敗時どう止めるか」で観測する。
R31-039,Rebuild_Set31,横断複合・重複回避四段目,case,説明の対象,G検定横断領域,説明責任,ケース判断,中,中,AI審査の説明を求められたが、利用者、監査担当、開発者で必要な情報の粒度が異なる。考え方として適切なのはどれか。,全員にソースコードだけを渡せば十分である,利用者には何も説明せず、開発者だけが理解すればよい,対象者に応じて、判断理由、制限、データ、技術詳細の粒度を変える,説明可能性は一種類の説明だけを意味する,C,説明は対象者によって必要な粒度が異なる。利用者向け、監査向け、開発者向けで情報設計が変わる。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,正しい。 説明は対象者によって必要な粒度が異なる。利用者向け、監査向け、開発者向けで情報設計が変わる。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,用語名だけで反射せず、目的・入力情報・評価方法・責任分界をセットで読む。,説明責任;ステークホルダー;XAI;監査,さいはてでは、ミチの出力を「何に基づくか」「誰が確かめるか」「失敗時どう止めるか」で観測する。
R31-040,Rebuild_Set31,横断複合・重複回避四段目,case,A/Bテスト倫理,G検定横断領域,実験設計,ケース判断,中,高,推薦アルゴリズム変更のA/Bテストで、一部ユーザーに不利益な推薦が出る可能性がある。必要な観点はどれか。,A/Bテストなら倫理的配慮は不要である,実験群が小さければ不利益の検討は不要である,評価指標が売上だけなら十分である,ユーザー影響、停止基準、モニタリング、必要な説明や同意を検討する,D,A/Bテストでも利用者への影響や停止基準を考慮し、売上だけでなく安全性や公平性も見る。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,正しい。 A/Bテストでも利用者への影響や停止基準を考慮し、売上だけでなく安全性や公平性も見る。,用語名だけで反射せず、目的・入力情報・評価方法・責任分界をセットで読む。,A/Bテスト;倫理;停止基準;ユーザー影響,さいはてでは、ミチの出力を「何に基づくか」「誰が確かめるか」「失敗時どう止めるか」で観測する。
R31-041,Rebuild_Set31,横断複合・重複回避四段目,case,キャリブレーション,G検定横断領域,確率出力,ケース判断,中,中,予測スコアを人間確認の優先順位に使いたいが、高スコアの案件でも実際の正解率とずれていた。評価すべき観点はどれか。,予測確率の校正、つまりキャリブレーション,画像の畳み込みカーネルサイズだけ,検索インデックスの文書数だけ,プロンプトの文字数だけ,A,確率出力が実際の正解率と対応しているかを見るのがキャリブレーションである。,正しい。 確率出力が実際の正解率と対応しているかを見るのがキャリブレーションである。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,用語名だけで反射せず、目的・入力情報・評価方法・責任分界をセットで読む。,キャリブレーション;確率出力;信頼度;モデル評価,さいはてでは、ミチの出力を「何に基づくか」「誰が確かめるか」「失敗時どう止めるか」で観測する。
R31-042,Rebuild_Set31,横断複合・重複回避四段目,case,データ品質SLA,G検定横断領域,運用設計,ケース判断,低,中,AIモデルは正常だが、連携元システムから欠損だらけのデータが届き、予測が不安定になった。運用設計として重要なのはどれか。,モデルが正常なら入力データの監視は不要である,入力データ品質の監視、しきい値、通知、連携元との責任分担を決める,欠損が出たら常にランダム値で埋める,データ品質は学習時だけ見れば十分である,B,本番運用ではモデルだけでなく、入力データ品質の監視や責任分担が重要である。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,正しい。 本番運用ではモデルだけでなく、入力データ品質の監視や責任分担が重要である。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,用語名だけで反射せず、目的・入力情報・評価方法・責任分界をセットで読む。,データ品質;SLA;欠損監視;本番運用,さいはてでは、ミチの出力を「何に基づくか」「誰が確かめるか」「失敗時どう止めるか」で観測する。
R31-043,Rebuild_Set31,横断複合・重複回避四段目,case,二重利用リスク,G検定横断領域,個人情報,ケース判断,高,高,採用面接の録画を、面接評価だけでなく表情分析モデルの学習にも使いたい。最も適切な対応はどれか。,録画を持っていれば、別目的の学習利用も自由にできる,AI研究目的なら応募者への説明は不要である,取得時の目的、同意、必要性、保存期間、差別リスクを確認する,表情分析なら個人情報や公平性の問題は起きない,C,採用データはセンシティブな影響を持つため、目的外利用、同意、公平性、保存期間を慎重に確認する。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,正しい。 採用データはセンシティブな影響を持つため、目的外利用、同意、公平性、保存期間を慎重に確認する。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,用語名だけで反射せず、目的・入力情報・評価方法・責任分界をセットで読む。,採用AI;表情分析;目的外利用;公平性,さいはてでは、ミチの出力を「何に基づくか」「誰が確かめるか」「失敗時どう止めるか」で観測する。
R31-044,Rebuild_Set31,横断複合・重複回避四段目,case,RAG引用,G検定横断領域,根拠提示,ケース判断,高,中,RAG回答に出典リンクを付けているが、回答内容とリンク先の根拠文が対応していない。問題として最も適切なのはどれか。,リンクがあるだけで回答の正確性は保証される,出典表示は見た目の問題なので評価しなくてよい,検索を使っていれば根拠の対応確認は不要である,根拠文と生成文の対応を評価し、引用の正確性を確認する必要がある,D,RAGでは出典リンクがあるだけでは不十分で、回答内容が根拠文に支えられているか確認する必要がある。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,正しい。 RAGでは出典リンクがあるだけでは不十分で、回答内容が根拠文に支えられているか確認する必要がある。,用語名だけで反射せず、目的・入力情報・評価方法・責任分界をセットで読む。,RAG;引用正確性;根拠対応;Faithfulness,さいはてでは、ミチの出力を「何に基づくか」「誰が確かめるか」「失敗時どう止めるか」で観測する。
R31-045,Rebuild_Set31,横断複合・重複回避四段目,case,しきい値調整,G検定横断領域,分類運用,ケース判断,低,中,不正検知で見逃しを減らしたいが、誤検知による確認コストも増える。調整すべきものとして最も適切なのはどれか。,分類しきい値を変え、再現率と適合率・確認コストのバランスを見る,テストデータを訓練に混ぜる,正解ラベルを全て削除する,評価指標を見ずにモデル名で選ぶ,A,分類しきい値を調整すると、適合率・再現率・確認コストのバランスが変わる。,正しい。 分類しきい値を調整すると、適合率・再現率・確認コストのバランスが変わる。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,用語名だけで反射せず、目的・入力情報・評価方法・責任分界をセットで読む。,しきい値;適合率;再現率;不正検知,さいはてでは、ミチの出力を「何に基づくか」「誰が確かめるか」「失敗時どう止めるか」で観測する。
R31-046,Rebuild_Set31,横断複合・重複回避四段目,case,マルチモーダル検証,G検定横断領域,マルチモーダル,ケース判断,高,中,画像とテキストを入力するマルチモーダルAIで、画像内の細かい文字を誤読して回答していた。対策として適切なのはどれか。,マルチモーダルAIならOCR誤りは発生しない,画像読取精度、OCR、根拠確認、必要なら人間確認を含めて評価する,画像入力を使えばテキスト検証は不要になる,誤読しても文章が自然なら問題ない,B,マルチモーダルAIでも画像理解やOCRに誤りがあるため、根拠確認や人間確認が必要な場合がある。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,正しい。 マルチモーダルAIでも画像理解やOCRに誤りがあるため、根拠確認や人間確認が必要な場合がある。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,用語名だけで反射せず、目的・入力情報・評価方法・責任分界をセットで読む。,マルチモーダルAI;OCR;画像理解;根拠確認,さいはてでは、ミチの出力を「何に基づくか」「誰が確かめるか」「失敗時どう止めるか」で観測する。
R31-047,Rebuild_Set31,横断複合・重複回避四段目,case,レッドチーミング,G検定横断領域,安全評価,ケース判断,高,中,公開前のLLMサービスで、悪用可能な出力や個人情報漏えいを意図的に試験したい。近い活動はどれか。,通常の単体テストだけで十分とすること,利用者から苦情が来るまで何もしないこと,レッドチーミングにより、攻撃的・悪用的な入力で安全性を検証すること,ログを残さず障害調査を不可能にすること,C,レッドチーミングは攻撃者視点でシステムの弱点や安全性を検証する活動である。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,正しい。 レッドチーミングは攻撃者視点でシステムの弱点や安全性を検証する活動である。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,用語名だけで反射せず、目的・入力情報・評価方法・責任分界をセットで読む。,レッドチーミング;LLM安全性;悪用防止;漏えい,さいはてでは、ミチの出力を「何に基づくか」「誰が確かめるか」「失敗時どう止めるか」で観測する。
R31-048,Rebuild_Set31,横断複合・重複回避四段目,case,業務ルール優先,G検定横断領域,業務統合,ケース判断,中,高,LLMが社内旅費規程と異なるもっともらしい精算ルールを提案した。対応として最も適切なのはどれか。,LLMの文体が自然なら規程より優先する,LLMの提案を毎回そのまま社内ルールにする,規程が古い可能性があるため、根拠確認なしにLLMに従う,規程原文や公式FAQを根拠に確認し、LLM出力は支援情報として扱う,D,業務ルールでは、LLM出力よりも公式規程や根拠文書を確認することが重要である。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,正しい。 業務ルールでは、LLM出力よりも公式規程や根拠文書を確認することが重要である。,用語名だけで反射せず、目的・入力情報・評価方法・責任分界をセットで読む。,社内規程;LLM;根拠確認;業務ルール,さいはてでは、ミチの出力を「何に基づくか」「誰が確かめるか」「失敗時どう止めるか」で観測する。
R31-049,Rebuild_Set31,横断複合・重複回避四段目,case,モデル劣化通知,G検定横断領域,MLOps,ケース判断,中,中,本番モデルの入力分布が急変したが、精度ラベルはまだ取得できない。早期検知として有効なのはどれか。,入力特徴量の分布監視やドリフト検知を行い、精度ラベル取得前に異常を検知する,正解ラベルがない間は何も監視できない,訓練時精度だけを毎日再表示する,ドリフト検知は画像認識専用なので使えない,A,正解ラベルが遅れて取得される場合でも、入力分布の監視で早期に変化を検知できる。,正しい。 正解ラベルが遅れて取得される場合でも、入力分布の監視で早期に変化を検知できる。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,用語名だけで反射せず、目的・入力情報・評価方法・責任分界をセットで読む。,MLOps;ドリフト検知;入力分布;監視,さいはてでは、ミチの出力を「何に基づくか」「誰が確かめるか」「失敗時どう止めるか」で観測する。
R31-050,Rebuild_Set31,横断複合・重複回避四段目,case,RAG検索漏れ,G検定横断領域,検索評価,ケース判断,高,中,RAGが正しい文書を検索できず、LLMが一般知識で補って誤回答した。改善対象として最も適切なのはどれか。,生成モデルだけを大きくし、検索評価をやめる,検索クエリ、チャンク分割、埋め込み、再ランキング、検索Recallを評価する,文書を増やせば必ず検索漏れはなくなる,RAGでは検索品質は回答品質に影響しない,B,RAGの誤回答は生成だけでなく検索段階の漏れが原因になるため、検索Recallやチャンク設計を評価する。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,正しい。 RAGの誤回答は生成だけでなく検索段階の漏れが原因になるため、検索Recallやチャンク設計を評価する。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,誤り。この選択肢はケースの制約・評価目的・運用リスクのどれかを取り違えている。,用語名だけで反射せず、目的・入力情報・評価方法・責任分界をセットで読む。,RAG;検索Recall;チャンク分割;再ランキング,さいはてでは、ミチの出力を「何に基づくか」「誰が確かめるか」「失敗時どう止めるか」で観測する。
