id,set,phase,question_type,topic,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,story_hint,search_keywords
G3000-R10-037,Rebuild_Set10,rebuild_50,case,アクティブラーニング,application,case,stable,medium,ラベル付けコストが高い画像分類で、モデルが判断に迷うデータから優先的に人間へ確認したい。関係が深い考え方はどれか。,アクティブラーニング,ランダムフォレストの木の本数を無限に増やすこと,テストデータの正解ラベルを特徴量に入れること,音声合成,A,アクティブラーニングは、モデルにとって有用なデータを選んでラベル付けし、少ないラベルで効率よく学習する考え方である。,木の本数だけでラベル付け効率は解決しない。,データリーケージで不適切。,音声を生成する技術でありラベル選択ではない。,正しい。迷うデータを人間に確認する考え方。,ラベル不足＝全部人手、ではなく選び方を工夫できる。,ユイが全部読むのではなく、ミチが迷った文だけ確認する。,アクティブラーニング;ラベル付け;不確実性サンプリング;人間確認
G3000-R10-038,Rebuild_Set10,rebuild_50,term,半教師あり学習,understanding,normal,stable,medium,顧客レビューのうち一部だけに「好意的／否定的」のラベルがあり、大量の未ラベルレビューもある。両方を活用したい場合、最も近い学習方法はどれか。,正解ラベル付きデータだけを使い、ラベルなしデータは必ず捨てる,少量のラベル付きデータと大量のラベルなしデータを組み合わせて学習する,報酬だけを使い、状態や行動は扱わない,すべての特徴量を人間がルールとして書く,B,少量のラベル付きレビューと大量のラベルなしレビューを組み合わせる発想は、半教師あり学習に近い。,ラベルなしデータを活用する点が重要。,正しい。ラベルあり・なしを組み合わせる。,強化学習に近いが、説明として不正確。,エキスパートシステム的なルール記述であり半教師ありではない。,ラベルなしを捨てる前提にしない。少量ラベル＋大量未ラベルを読む。,ユイが一部だけ印を付けた文と、まだ印のない文を合わせてミチに学ばせる。,半教師あり学習;ラベル付きデータ;ラベルなしデータ;機械学習
G3000-R10-039,Rebuild_Set10,rebuild_50,case,弱教師あり学習,application,case,stable,high,大量の画像に厳密な領域ラベルはないが、画像全体に「犬がいる」程度の粗いラベルはある。これを活用する発想として近いものはどれか。,完全教師なし学習だけ,強化学習の報酬だけ,弱教師あり学習,量子コンピュータによる暗号解読,C,弱教師あり学習は、不完全・粗い・ノイズを含むラベルなどを活用して学習する考え方である。,粗いとはいえラベルがあるため完全教師なしだけではない。,報酬最大化の枠組みではない。,正しい。粗いラベルの活用が核。,無関係な技術である。,ラベルが粗い＝使えない、ではない。,「ここに何かいる」だけでも、りっかたちは手がかりにできる。,弱教師あり学習;粗いラベル;画像認識;ラベルノイズ
G3000-R10-040,Rebuild_Set10,rebuild_50,term,自己教師あり学習,understanding,normal,stable,medium,大量の文章データで、人間が全てに正解ラベルを付ける代わりに、文中の一部を隠して当てる課題を作り表現を学ばせる。最も近い学習方法はどれか。,人間が全データに詳細な正解ラベルを付ける学習,AIが法律上の責任を自動で負う学習,報酬値だけを最大化する学習,データ自体から疑似的な教師信号を作って表現を学習する学習,D,文の一部を隠して予測するなど、データ自体から疑似的な教師信号を作るのは自己教師あり学習である。,詳細ラベルを人間が全付与するのは教師あり学習。,法律責任の話ではない。,強化学習の説明に近い。,正しい。データ自身から教師信号を作る。,人間ラベルがないだけで単純な教師なしと決めつけない。予測課題を自作する点が重要。,ミチが文章の欠けた部分を当てながら、言葉の並び方を覚える。,自己教師あり学習;表現学習;疑似ラベル;事前学習
G3000-R10-041,Rebuild_Set10,rebuild_50,case,合成データ,application,case,stable,high,個人情報を含む実データの代わりに合成データをAI学習へ使う場合の注意点として最も適切なものはどれか。,有用性だけでなく、元データの漏えい・再識別リスクや分布の偏りも確認する,合成データなら元データの特徴が絶対に漏れない,合成データならモデル評価は不要になる,実データと無関係にランダム生成すれば必ず高精度になる,A,合成データはプライバシー保護に役立つ場合があるが、元データの漏えい、再識別、偏り、実用性を検証する必要がある。,生成方法によっては元データの特徴が漏れるリスクがある。,評価は必要である。,ランダム生成では学習に有用とは限らない。,正しい。安全性と有用性を両方見る。,合成データ＝完全安全、ではない。,ミチが似た日記を作っても、ユイ本人が分かる内容なら危ない。,合成データ;プライバシー;再識別;データ拡張;AI学習
G3000-R10-042,Rebuild_Set10,rebuild_50,term,データ拡張,understanding,normal,stable,medium,画像分類におけるデータ拡張の説明として最も適切なものはどれか。,テストデータのラベルを訓練に入れること,画像の回転・反転・明るさ変更などで学習データのバリエーションを増やすこと,モデルの出力を必ず隠すこと,利用目的を記録しないこと,B,データ拡張は、元データに変換を加えて学習データの多様性を増やし、汎化を助ける方法である。,データリーケージであり不適切。,正しい。画像変換によるバリエーション増加。,説明可能性を消すことではない。,データガバナンス上不適切。,拡張は水増しだが、意味を壊さない変換を選ぶ必要がある。,同じ岩を少し違う角度から見ることで形を覚える。,データ拡張;画像分類;回転;反転;汎化性能
G3000-R10-043,Rebuild_Set10,rebuild_50,case,ラベルノイズ,application,case,stable,medium,クラウドソーシングで作った教師データに、誤ったラベルが一定数混じっていた。最も適切な対応はどれか。,誤ラベルが1件でもあれば全AI開発を永久に中止する,ラベルの品質はモデルが必ず自動で完全修正するので確認不要,複数人ラベル、監査、クリーニング、ロバストな学習などを検討する,テストデータへ誤ラベルを混ぜて精度を上げる,C,ラベルノイズがある場合、複数人による確認、品質監査、クリーニング、ノイズに強い学習などが重要である。,中止一択ではなく、品質管理を行う。,モデルが必ず完全修正するわけではない。,正しい。データ品質管理の観点。,テストデータ改変は正しい評価を損なう。,モデル以前に教師データ品質が問われる。,まるみが名前札を間違えて貼ったら、全員で見直す必要がある。,ラベルノイズ;教師データ;データ品質;アノテーション;クリーニング
G3000-R10-044,Rebuild_Set10,rebuild_50,term,アノテーション,remembering,normal,stable,low,自動運転用の画像に「歩行者」「信号」「車両」などの枠やタグを付け、教師データを作る作業として最も適切なものはどれか。,モデルの学習率を自動で決めること,AIの出力を法律文に変換すること,音声を必ず画像に変換すること,画像や文章などのデータに正解ラベルやタグを付与すること,D,画像や文章などに正解ラベル、タグ、領域情報を付与して教師データを作る作業をアノテーションという。,ハイパーパラメータ調整の話である。,法律文変換ではない。,モダリティ変換ではない。,正しい。ラベル付けが核。,学習アルゴリズム名ではなく、教師データを作るためのラベル付け作業を問う。,町の中で見つけたものに、うっけたちが名前札を貼っていく。,アノテーション;ラベル付け;教師データ;タグ付け
G3000-R10-045,Rebuild_Set10,rebuild_50,case,データセットバイアス,application,case,stable,high,顔認識AIの学習データが特定の年齢層・照明条件に偏っていた。起こりうる問題として最も適切なものはどれか。,学習データに少ない属性や条件で性能が低下し、不公平な結果につながる可能性がある,偏ったデータほど全人類に対して必ず公平になる,照明条件は画像認識に一切影響しない,データセットが偏っていても外部評価は不要である,A,データセットの偏りは、特定属性や環境で性能低下や不公平につながる可能性がある。,偏りは公平性リスクになる。,照明は画像認識性能に影響する。,外部評価や多様な検証が重要。,正しい。データセットバイアスの典型。,平均精度だけでは弱い属性の失敗が隠れる。,イオだけに合わせた世界は、他の誰かには優しくないかもしれない。,データセットバイアス;顔認識;公平性;外部評価;画像認識
G3000-R10-046,Rebuild_Set10,rebuild_50,term,フェデレーテッドラーニング,understanding,normal,stable,high,フェデレーテッドラーニングの説明として最も適切なものはどれか。,すべての端末データを平文で中央に集める学習,各端末や組織にデータを置いたまま、モデル更新情報などを共有して学習する枠組み,ラベルなしデータを必ず破棄する学習,AIが自己意識を獲得する学習,B,フェデレーテッドラーニングは、データを各端末・組織に残しつつモデル更新を集約する分散学習の枠組みである。,中央集約を避けることが狙いの一つ。,正しい。データを移動せず学習する考え方。,半教師ありや自己教師ありの説明ではない。,意識の話ではない。,データを出さない＝リスクゼロではなく、更新情報の保護も重要。,各教室がノートを持ったまま、学んだ要点だけ共有する感じ。,フェデレーテッドラーニング;分散学習;プライバシー;端末学習
G3000-R10-047,Rebuild_Set10,rebuild_50,case,差分プライバシー,application,case,stable,high,統計情報を公開しつつ、個人が含まれているか推測されにくくしたい。関係が深い考え方はどれか。,ミニマックス法,物体検出,差分プライバシー,形態素解析,C,差分プライバシーは、集計結果などから個人の有無や情報が推測されにくいようノイズを加えるなどの考え方である。,ゲーム木探索の手法である。,画像中の物体位置を検出する技術である。,正しい。個人情報推測を抑えるプライバシー保護の考え方。,文章を形態素に分ける処理である。,匿名化と同じ言葉として丸暗記しない。,ユイ一人がいたかどうか、統計から分からないようにする。,差分プライバシー;プライバシー保護;統計公開;ノイズ
G3000-R10-048,Rebuild_Set10,rebuild_50,term,モデルカード,understanding,normal,stable,medium,モデルカードの目的として最も適切なものはどれか。,モデルの重みを暗号通貨に変換すること,AIを必ずオープンソース化すること,訓練データをすべて公開すること,モデルの用途、性能、制限、評価条件、注意点などを文書化すること,D,モデルカードは、モデルの概要、用途、性能、制限、評価条件、倫理的注意点などを文書化し、利用判断を助ける。,暗号通貨とは関係ない。,公開形態を必ず決めるものではない。,機密や個人情報もあり、すべて公開とは限らない。,正しい。モデルの説明文書。,説明文書＝精度表だけ、ではない。,ミチの取扱説明書に、得意なことと危ない使い方を書く。,モデルカード;AIガバナンス;説明文書;モデル制限;評価条件
G3000-R10-049,Rebuild_Set10,rebuild_50,case,データシート,application,case,stable,medium,AI開発で使うデータセットについて、収集方法・構成・利用目的・制限を残したい。関係が深いものはどれか。,データセットのデータシート,ドロップアウト,YOLOのアンカーボックス,ソフトマックス関数,A,データセットのデータシートは、データの収集方法、構成、推奨用途、制限、倫理的注意点などを記録する文書である。,過学習対策の手法であり、データ説明文書ではない。,物体検出の設計要素であり、データ文書ではない。,分類出力を確率分布のようにする関数である。,正しい。データセット説明のための文書。,モデルカードとデータシートの対象を区別する。,四年五組の町を記録するとき、どこでどう見つけたかも書く。,データシート;データセット文書;AIガバナンス;データ品質
G3000-R10-050,Rebuild_Set10,rebuild_50,case,AIシステム監査,application,case,stable,high,AIシステムの監査で、後から「どのデータで、どのモデルが、どの判断をしたか」を追えるようにしたい。最も重要なものはどれか。,モデル名を毎日変えること,データ・モデル・推論結果・変更履歴などのログとバージョン管理,説明を避けるためにログを残さないこと,すべての判断を口頭だけで共有すること,B,監査可能性を高めるには、データ、モデル、設定、推論、変更履歴などをログとバージョンで追える状態にすることが重要である。,追跡性が下がる。,正しい。ログとバージョン管理が監査の土台。,ログなしでは説明・検証が困難になる。,口頭だけでは再現性や監査性が低い。,運用AIは「作って終わり」ではなく、後から追えることが大事。,さいはてで、観測の記録がなければ異常文の経路を追えない。,AI監査;監査ログ;バージョン管理;トレーサビリティ;MLOps
