id,set,phase,question_type,topic,cognition_axis,format_axis,recency_axis,trickiness_axis,question,A,B,C,D,answer,explanation,wrong_A,wrong_B,wrong_C,wrong_D,trap_point,search_keywords
RB03-038,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,白色化,1,0,0,1,データを無相関化したうえで標準化する処理として最も近いものはどれか。,早期終了,白色化,勾配爆発,教師強制,B,白色化は特徴間の相関を取り除き、分散を揃える処理として説明される。,不適切。早期終了 はこの設問の中心概念ではない。,正解。白色化は特徴間の相関を取り除き、分散を揃える処理として説明される。,不適切。勾配爆発 はこの設問の中心概念ではない。,不適切。教師強制 はこの設問の中心概念ではない。,標準化より一段強い前処理として問われることがある。,白色化;無相関化;標準化;前処理
RB03-039,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,case,バッチ正規化,2,1,0,1,深いニューラルネットワークで、各層に入る値の分布が学習中に変化して学習が不安定になる。各層の入力を正規化して学習を安定させたい。関係が深い手法はどれか。,L1正則化,Bag-of-Words,バッチ正規化,AlphaGo Zero,C,バッチ正規化はミニバッチ単位で各層の入力分布を正規化し、学習を安定させる。,不適切。L1正則化 はこの設問の中心概念ではない。,不適切。Bag-of-Words はこの設問の中心概念ではない。,正解。バッチ正規化はミニバッチ単位で各層の入力分布を正規化し、学習を安定させる。,不適切。AlphaGo Zero はこの設問の中心概念ではない。,正規化層と正則化項を混同しない。,バッチ正規化;Batch Normalization;正規化層;学習安定化
RB03-040,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,compare,正規化層,2,1,0,2,バッチ正規化、レイヤー正規化、インスタンス正規化、グループ正規化の違いとして本質的に近いものはどれか。,すべて教師なし学習専用である,すべて著作権処理の方式である,すべて出力層の確率化だけを行う,どの範囲の特徴をまとめて正規化するかが異なる,D,これらは正規化の対象範囲が異なる正規化層である。,不適切。すべて教師なし学習専用である はこの設問の中心概念ではない。,不適切。すべて著作権処理の方式である はこの設問の中心概念ではない。,不適切。すべて出力層の確率化だけを行う はこの設問の中心概念ではない。,正解。これらは正規化の対象範囲が異なる正規化層である。,名前だけでなく「正規化する範囲」に注目する。,バッチ正規化;レイヤー正規化;インスタンス正規化;グループ正規化
RB03-041,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,勾配消失問題,1,0,0,1,勾配消失問題の説明として最も適切なものはどれか。,誤差逆伝播で入力層側に進むほど勾配が小さくなり、学習が進みにくくなる問題,予測が常に多数派クラスになる問題,正解ラベルがテストデータに漏れる問題,画像の画素数が多すぎて著作権が消える問題,A,勾配消失は深いネットワークやシグモイド関数などで問題になり、入力層近くの重み更新が進みにくくなる。,正解。勾配消失は深いネットワークやシグモイド関数などで問題になり、入力層近くの重み更新が進みにくくなる。,不適切。予測が常に多数派クラスになる問題 はこの設問の中心概念ではない。,不適切。正解ラベルがテストデータに漏れる問題 はこの設問の中心概念ではない。,不適切。画像の画素数が多すぎて著作権が消える問題 はこの設問の中心概念ではない。,過学習やデータリーケージとは別の問題。,勾配消失問題;誤差逆伝播法;シグモイド;ReLU
RB03-042,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,勾配爆発問題,1,0,0,1,勾配爆発問題の説明として最も適切なものはどれか。,損失が常に0になる理想状態,誤差逆伝播で勾配が過大になり、学習が不安定になる問題,教師データが不要になる現象,クラスタ数が自動で1になる問題,B,勾配爆発は勾配が大きくなりすぎ、パラメータ更新が不安定になる問題である。,不適切。損失が常に0になる理想状態 はこの設問の中心概念ではない。,正解。勾配爆発は勾配が大きくなりすぎ、パラメータ更新が不安定になる問題である。,不適切。教師データが不要になる現象 はこの設問の中心概念ではない。,不適切。クラスタ数が自動で1になる問題 はこの設問の中心概念ではない。,消失は小さすぎ、爆発は大きすぎ。,勾配爆発問題;勾配消失問題;誤差逆伝播法;学習不安定
RB03-043,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,case,勾配クリッピング,2,1,0,2,RNNの学習で勾配が非常に大きくなり、パラメータ更新が不安定になっている。勾配の大きさに上限を設ける対策として最も適切なものはどれか。,教師強制,ワンホットエンコーディング,勾配クリッピング,ROC曲線,C,勾配クリッピングは勾配が大きくなりすぎた場合に上限で切り、勾配爆発を抑える手法である。,不適切。教師強制 はこの設問の中心概念ではない。,不適切。ワンホットエンコーディング はこの設問の中心概念ではない。,正解。勾配クリッピングは勾配が大きくなりすぎた場合に上限で切り、勾配爆発を抑える手法である。,不適切。ROC曲線 はこの設問の中心概念ではない。,教師強制は系列生成学習の入力の与え方。,勾配クリッピング;勾配爆発;RNN;学習安定化
RB03-044,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,誤差逆伝播法,1,0,0,1,誤差逆伝播法の説明として最も適切なものはどれか。,データを時系列順に並べ替えるだけの方法,正解ラベルを不要にする教師なし学習の方法,AI生成物の著作権を判定する方法,出力の誤差をネットワークの後ろから前へ伝え、各重みの勾配を効率よく計算する方法,D,誤差逆伝播法はニューラルネットワークの学習で、損失に対する各パラメータの勾配を効率よく求める方法である。,不適切。データを時系列順に並べ替えるだけの方法 はこの設問の中心概念ではない。,不適切。正解ラベルを不要にする教師なし学習の方法 はこの設問の中心概念ではない。,不適切。AI生成物の著作権を判定する方法 はこの設問の中心概念ではない。,正解。誤差逆伝播法はニューラルネットワークの学習で、損失に対する各パラメータの勾配を効率よく求める方法である。,「誤差を戻す」と「推論時に未来情報を使う」を混同しない。,誤差逆伝播法;バックプロパゲーション;勾配;ニューラルネットワーク
RB03-045,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,case,信用割当問題,2,1,0,2,多層ネットワークで最終的な誤差が生じたとき、どの重みやニューロンがどの程度その誤差に寄与したかを効率よく求めたい。この問題意識に最も近いものはどれか。,信用割当問題,コールドスタート問題,限定提供データ,オプトアウト,A,信用割当問題は、結果に対する各要素の寄与をどう割り当てるかという問題で、誤差逆伝播法と関係する。,正解。信用割当問題は、結果に対する各要素の寄与をどう割り当てるかという問題で、誤差逆伝播法と関係する。,不適切。コールドスタート問題 はこの設問の中心概念ではない。,不適切。限定提供データ はこの設問の中心概念ではない。,不適切。オプトアウト はこの設問の中心概念ではない。,レコメンドのコールドスタートと混同しない。,信用割当問題;誤差逆伝播法;ニューラルネットワーク;寄与
RB03-046,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,Xavierの初期値,1,0,0,1,シグモイド関数やtanh関数を用いる層で、初期値としてよく言及されるものはどれか。,Heの初期値だけ,Xavierの初期値,One-hotの初期値,AUCの初期値,B,Xavierの初期値はシグモイドやtanhなどで使われる重み初期化として知られる。,不適切。Heの初期値だけ はこの設問の中心概念ではない。,正解。Xavierの初期値はシグモイドやtanhなどで使われる重み初期化として知られる。,不適切。One-hotの初期値 はこの設問の中心概念ではない。,不適切。AUCの初期値 はこの設問の中心概念ではない。,ReLUではHeの初期値が対応として問われやすい。,Xavier初期化;シグモイド;tanh;重み初期化
RB03-047,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,Heの初期値,1,0,0,1,ReLU関数を活性化関数として用いる場合に相性がよいとされる重み初期化はどれか。,Xavierの初期値だけ,TF-IDF,Heの初期値,F値,C,Heの初期値はReLU系活性化関数に適した初期化として知られる。,不適切。Xavierの初期値だけ はこの設問の中心概念ではない。,不適切。TF-IDF はこの設問の中心概念ではない。,正解。Heの初期値はReLU系活性化関数に適した初期化として知られる。,不適切。F値 はこの設問の中心概念ではない。,Xavierはシグモイドやtanh、HeはReLUという対応が狙われる。,He初期化;ReLU;重み初期化;活性化関数
RB03-048,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,ディープラーニング,1,0,0,1,ディープラーニングの説明として最も適切なものはどれか。,ルールを人間がすべて手書きする古典的AIだけを指す,正解ラベルがある学習だけを指す,探索木だけで迷路を解く手法だけを指す,多層のニューラルネットワークなどを用いてデータから特徴表現を学習する機械学習手法,D,ディープラーニングは多層ニューラルネットワークにより特徴量表現学習を行う機械学習の一分野である。,不適切。ルールを人間がすべて手書きする古典的AIだけを指す はこの設問の中心概念ではない。,不適切。正解ラベルがある学習だけを指す はこの設問の中心概念ではない。,不適切。探索木だけで迷路を解く手法だけを指す はこの設問の中心概念ではない。,正解。ディープラーニングは多層ニューラルネットワークにより特徴量表現学習を行う機械学習の一分野である。,AI全体、機械学習全体、ディープラーニングの包含関係に注意。,ディープラーニング;特徴量表現学習;ニューラルネットワーク;機械学習
RB03-049,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,compare,AI/機械学習/DL,1,0,0,1,人工知能、機械学習、ディープラーニングの関係として最も適切なものはどれか。,ディープラーニングは機械学習の一部であり、機械学習はAIの一部と考えられる,AIはディープラーニングの一部である,機械学習とディープラーニングは必ず同義である,ディープラーニングはルールベースAIだけを指す,A,一般にAIの中に機械学習があり、その中にディープラーニングが位置づけられる。,正解。一般にAIの中に機械学習があり、その中にディープラーニングが位置づけられる。,不適切。AIはディープラーニングの一部である はこの設問の中心概念ではない。,不適切。機械学習とディープラーニングは必ず同義である はこの設問の中心概念ではない。,不適切。ディープラーニングはルールベースAIだけを指す はこの設問の中心概念ではない。,包含関係はG検定の基礎で頻出。,人工知能;機械学習;ディープラーニング;包含関係
RB03-050,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,DNN,1,0,0,1,ディープニューラルネットワーク DNN として最も適切な説明はどれか。,データベースの第三者提供制度,多層化されたニューラルネットワークのモデル構造,教師なしクラスタリングの評価指標,著作権の人格権,B,DNNは深い層を持つニューラルネットワークのモデルを指す。,不適切。データベースの第三者提供制度 はこの設問の中心概念ではない。,正解。DNNは深い層を持つニューラルネットワークのモデルを指す。,不適切。教師なしクラスタリングの評価指標 はこの設問の中心概念ではない。,不適切。著作権の人格権 はこの設問の中心概念ではない。,ディープラーニングは分野・手法群、DNNはモデル構造として捉える。,DNN;ディープニューラルネットワーク;多層;ニューラルネットワーク
RB03-051,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,特徴量表現学習,1,0,0,1,特徴量表現学習の説明として最も適切なものはどれか。,人間が全ての特徴量を手作業で固定すること,テストデータを学習に混ぜること,モデルがデータから有用な特徴表現を学習すること,正解率を必ず100%にすること,C,ディープラーニングの強みの一つは、データから有用な特徴表現を学習できる点である。,不適切。人間が全ての特徴量を手作業で固定すること はこの設問の中心概念ではない。,不適切。テストデータを学習に混ぜること はこの設問の中心概念ではない。,正解。ディープラーニングの強みの一つは、データから有用な特徴表現を学習できる点である。,不適切。正解率を必ず100%にすること はこの設問の中心概念ではない。,特徴量エンジニアリングとの対比で問われる。,特徴量表現学習;ディープラーニング;特徴量;表現学習
RB03-052,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,case,特徴量エンジニアリング,2,1,0,1,従来の機械学習では、人間が業務知識に基づいて「曜日」「価格帯」「購入頻度」などの特徴を設計していた。この作業として最も適切なものはどれか。,誤差逆伝播法,ドロップアウト,勾配爆発,特徴量エンジニアリング,D,特徴量エンジニアリングは生データから学習に有用な特徴量を作成・選択する作業である。,不適切。誤差逆伝播法 はこの設問の中心概念ではない。,不適切。ドロップアウト はこの設問の中心概念ではない。,不適切。勾配爆発 はこの設問の中心概念ではない。,正解。特徴量エンジニアリングは生データから学習に有用な特徴量を作成・選択する作業である。,特徴量表現学習はモデル側が特徴を学ぶ発想。,特徴量エンジニアリング;特徴量;機械学習;表現学習
RB03-053,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,GPU,1,0,0,1,ディープラーニングの学習でGPUが有効な理由として最も適切なものはどれか。,行列計算などの大規模な並列演算に向いているため,個人情報保護法の同意取得を自動化するため,正解ラベルを不要にするため,テストデータを自動で作るため,A,GPUは大量の行列・ベクトル演算を並列に処理しやすく、ディープラーニングに向いている。,正解。GPUは大量の行列・ベクトル演算を並列に処理しやすく、ディープラーニングに向いている。,不適切。個人情報保護法の同意取得を自動化するため はこの設問の中心概念ではない。,不適切。正解ラベルを不要にするため はこの設問の中心概念ではない。,不適切。テストデータを自動で作るため はこの設問の中心概念ではない。,GPUは画像表示だけでなく汎用計算にも使われる。,GPU;GPGPU;並列演算;ディープラーニング
RB03-054,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,GPGPU,1,0,0,1,GPGPUの説明として最も適切なものはどれか。,CPUを法律文書だけに使うこと,GPUを画像処理以外の汎用計算にも利用すること,個人情報を匿名加工すること,正解ラベルを自動で削除すること,B,GPGPUはGPUの並列計算能力を画像処理以外の用途に活用する考え方である。,不適切。CPUを法律文書だけに使うこと はこの設問の中心概念ではない。,正解。GPGPUはGPUの並列計算能力を画像処理以外の用途に活用する考え方である。,不適切。個人情報を匿名加工すること はこの設問の中心概念ではない。,不適切。正解ラベルを自動で削除すること はこの設問の中心概念ではない。,GPUとGPGPUの用語差を押さえる。,GPGPU;GPU;CUDA;並列計算
RB03-055,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,TPU,1,0,0,1,TPU Tensor Processing Unit の説明として最も適切なものはどれか。,音声をテキストに変換する評価指標,著作権法30条の4の別名,Googleが開発したテンソル計算に特化したプロセッサ,教師なしクラスタリングの樹形図,C,TPUはテンソル演算を高速に処理するために設計されたプロセッサである。,不適切。音声をテキストに変換する評価指標 はこの設問の中心概念ではない。,不適切。著作権法30条の4の別名 はこの設問の中心概念ではない。,正解。TPUはテンソル演算を高速に処理するために設計されたプロセッサである。,不適切。教師なしクラスタリングの樹形図 はこの設問の中心概念ではない。,CPU/GPU/TPUの役割差を問われる。,TPU;Tensor Processing Unit;Google;テンソル計算
RB03-056,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,ムーアの法則,1,0,0,1,ムーアの法則として一般に説明される内容に最も近いものはどれか。,学習率は必ず毎回2倍にするという規則,AIは必ず2045年に人間を超えるという法律,データは常に正規分布するという統計定理,半導体の集積度や性能が一定期間ごとに向上するという経験則,D,ムーアの法則は半導体性能・集積度の向上に関する経験則であり、DL発展の背景として語られる。,不適切。学習率は必ず毎回2倍にするという規則 はこの設問の中心概念ではない。,不適切。AIは必ず2045年に人間を超えるという法律 はこの設問の中心概念ではない。,不適切。データは常に正規分布するという統計定理 はこの設問の中心概念ではない。,正解。ムーアの法則は半導体性能・集積度の向上に関する経験則であり、DL発展の背景として語られる。,シンギュラリティ予測や統計定理ではない。,ムーアの法則;半導体;GPU;ディープラーニング
RB03-057,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,case,パラメータ数とデータ量,2,1,0,1,非常に大きなモデルを少量データだけで一から学習したところ、訓練データにはよく合うが未知データで性能が悪い。懸念として最も適切なものはどれか。,過学習,データが多すぎることによる必然的な未学習,AI効果,オントロジーの推移律,A,モデルが大きくデータが少ないと訓練データに過度に適合し、過学習しやすい。,正解。モデルが大きくデータが少ないと訓練データに過度に適合し、過学習しやすい。,不適切。データが多すぎることによる必然的な未学習 はこの設問の中心概念ではない。,不適切。AI効果 はこの設問の中心概念ではない。,不適切。オントロジーの推移律 はこの設問の中心概念ではない。,モデルを大きくすれば常に良いわけではない。,パラメータ数;データ量;過学習;汎化性能
RB03-058,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,ノーフリーランチ定理,1,0,0,1,ノーフリーランチ定理の考え方として最も適切なものはどれか。,すべての問題でディープラーニングが必ず最良である,あらゆる問題に対して常に最良となる万能な学習アルゴリズムはない,無料のデータセットは使ってはいけない,早期終了は必ず違法である,B,ノーフリーランチ定理は、問題に依存せず常に最良の手法は存在しないという考え方である。,不適切。すべての問題でディープラーニングが必ず最良である はこの設問の中心概念ではない。,正解。ノーフリーランチ定理は、問題に依存せず常に最良の手法は存在しないという考え方である。,不適切。無料のデータセットは使ってはいけない はこの設問の中心概念ではない。,不適切。早期終了は必ず違法である はこの設問の中心概念ではない。,名前から「無料」の話に引っ張られない。,ノーフリーランチ定理;汎化;最適化;アルゴリズム選択
RB03-059,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,case,二重降下現象,2,1,1,2,モデルの複雑さを増やすと、いったんテスト誤差が悪化した後、さらに大きなモデルで再びテスト誤差が下がる現象が報告されることがある。この現象として最も適切なものはどれか。,勾配消失問題,コールドスタート問題,二重降下現象,フレーム問題,C,二重降下現象は、モデル容量と汎化誤差の関係が古典的なU字型だけで説明できない現象として知られる。,不適切。勾配消失問題 はこの設問の中心概念ではない。,不適切。コールドスタート問題 はこの設問の中心概念ではない。,正解。二重降下現象は、モデル容量と汎化誤差の関係が古典的なU字型だけで説明できない現象として知られる。,不適切。フレーム問題 はこの設問の中心概念ではない。,過学習の単純な説明だけでは捉えきれない新しめ論点。,二重降下現象;double descent;汎化;モデル容量
RB03-060,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,グリッドサーチ,1,0,0,1,グリッドサーチの説明として最も適切なものはどれか。,確率分布からランダムに候補を選ぶ方法,勾配を途中で切る方法,画像の一部を切り抜いて水増しする方法,候補のハイパーパラメータの組み合わせを網羅的に試す方法,D,グリッドサーチは事前に決めた候補値の全組み合わせを試すハイパーパラメータ探索である。,不適切。確率分布からランダムに候補を選ぶ方法 はこの設問の中心概念ではない。,不適切。勾配を途中で切る方法 はこの設問の中心概念ではない。,不適切。画像の一部を切り抜いて水増しする方法 はこの設問の中心概念ではない。,正解。グリッドサーチは事前に決めた候補値の全組み合わせを試すハイパーパラメータ探索である。,ランダムサーチとの違いを押さえる。,グリッドサーチ;ハイパーパラメータ;探索;モデル選択
RB03-061,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,ランダムサーチ,1,0,0,1,ランダムサーチの説明として最も適切なものはどれか。,確率的に選んだハイパーパラメータの組み合わせを試す方法,すべての候補の組み合わせを必ず網羅する方法,正解ラベルをランダムに破壊する方法,テストデータだけで訓練する方法,A,ランダムサーチは探索空間からランダムに候補を選んで試す方法で、現実的な時間で探索しやすい。,正解。ランダムサーチは探索空間からランダムに候補を選んで試す方法で、現実的な時間で探索しやすい。,不適切。すべての候補の組み合わせを必ず網羅する方法 はこの設問の中心概念ではない。,不適切。正解ラベルをランダムに破壊する方法 はこの設問の中心概念ではない。,不適切。テストデータだけで訓練する方法 はこの設問の中心概念ではない。,ランダムに選ぶが、目的はハイパーパラメータ探索。,ランダムサーチ;ハイパーパラメータ;探索;モデル選択
RB03-062,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,ベイズ最適化,1,0,0,1,ハイパーパラメータ探索において、過去の試行結果をもとに次に試す候補を効率よく選ぶ方法として最も近いものはどれか。,幅優先探索,ベイズ最適化,教師強制,勾配クリッピング,B,ベイズ最適化は探索済み結果から性能を推定し、有望な候補を選ぶハイパーパラメータ最適化手法である。,不適切。幅優先探索 はこの設問の中心概念ではない。,正解。ベイズ最適化は探索済み結果から性能を推定し、有望な候補を選ぶハイパーパラメータ最適化手法である。,不適切。教師強制 はこの設問の中心概念ではない。,不適切。勾配クリッピング はこの設問の中心概念ではない。,探索という語があっても迷路探索とは別。,ベイズ最適化;ハイパーパラメータ;Optuna;探索
RB03-063,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,Optuna,1,0,1,1,Pythonでハイパーパラメータの自動チューニングに使われるライブラリとして最も適切なものはどれか。,NumPyのみ,BeautifulSoup,Optuna,OpenPose,C,Optunaはハイパーパラメータ最適化のためのライブラリとして知られる。,不適切。NumPyのみ はこの設問の中心概念ではない。,不適切。BeautifulSoup はこの設問の中心概念ではない。,正解。Optunaはハイパーパラメータ最適化のためのライブラリとして知られる。,不適切。OpenPose はこの設問の中心概念ではない。,NumPyは数値計算基盤であり、自動チューニング専用ではない。,Optuna;ハイパーパラメータ;ベイズ最適化;Python
RB03-064,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,TensorBoard,1,0,1,1,学習履歴や損失・精度の推移などを可視化するツールとして最も適切なものはどれか。,CUDA,GDPR,MYCIN,TensorBoard,D,TensorBoardはモデル学習のログや指標を可視化するために使われる。,不適切。CUDA はこの設問の中心概念ではない。,不適切。GDPR はこの設問の中心概念ではない。,不適切。MYCIN はこの設問の中心概念ではない。,正解。TensorBoardはモデル学習のログや指標を可視化するために使われる。,CUDAはGPUプログラミング基盤。,TensorBoard;可視化;学習ログ;TensorFlow
RB03-065,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,MLflow,1,0,1,1,機械学習ライフサイクルにおける実験管理、再現、デプロイ支援に関係するツールとして最も適切なものはどれか。,MLflow,ELIZA,Cyc,DENDRAL,A,MLflowは実験管理やモデル管理など、機械学習ライフサイクルを支援するツールである。,正解。MLflowは実験管理やモデル管理など、機械学習ライフサイクルを支援するツールである。,不適切。ELIZA はこの設問の中心概念ではない。,不適切。Cyc はこの設問の中心概念ではない。,不適切。DENDRAL はこの設問の中心概念ではない。,古典AIのシステム名との混同に注意。,MLflow;MLOps;実験管理;モデル管理
RB03-066,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,compare,TensorFlowとPyTorch,1,0,1,1,TensorFlowやPyTorchの説明として最も適切なものはどれか。,個人情報の第三者提供を規制する法律,ディープラーニングのモデル構築・学習に使われる代表的なライブラリ,物理的なロボットの腕だけを指す部品,正解率と再現率の総称,B,TensorFlowとPyTorchは深層学習の実装で広く使われるライブラリである。,不適切。個人情報の第三者提供を規制する法律 はこの設問の中心概念ではない。,正解。TensorFlowとPyTorchは深層学習の実装で広く使われるライブラリである。,不適切。物理的なロボットの腕だけを指す部品 はこの設問の中心概念ではない。,不適切。正解率と再現率の総称 はこの設問の中心概念ではない。,法律・評価指標・ハードウェアではない。,TensorFlow;PyTorch;ディープラーニング;ライブラリ
RB03-067,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,CUDA,1,0,1,1,NVIDIA GPU上で汎用並列計算を行うためのプラットフォームとして最も適切なものはどれか。,BERT,AUC,CUDA,Lasso,C,CUDAはNVIDIAが提供するGPU向けの汎用並列コンピューティングプラットフォームである。,不適切。BERT はこの設問の中心概念ではない。,不適切。AUC はこの設問の中心概念ではない。,正解。CUDAはNVIDIAが提供するGPU向けの汎用並列コンピューティングプラットフォームである。,不適切。Lasso はこの設問の中心概念ではない。,NLPモデル名や評価指標と混同しない。,CUDA;NVIDIA;GPU;並列計算
RB03-068,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,オートエンコーダ,1,0,0,1,オートエンコーダの説明として最も適切なものはどれか。,正解ラベルだけを暗号化する法律制度,囲碁の自己対戦だけを行う強化学習手法,画像の物体位置を直接出す検出モデル,入力と同じものを出力するよう学習し、中間層に圧縮表現を得るネットワーク,D,オートエンコーダは入力を再構成するように学習し、隠れ層に圧縮された特徴表現を得る。,不適切。正解ラベルだけを暗号化する法律制度 はこの設問の中心概念ではない。,不適切。囲碁の自己対戦だけを行う強化学習手法 はこの設問の中心概念ではない。,不適切。画像の物体位置を直接出す検出モデル はこの設問の中心概念ではない。,正解。オートエンコーダは入力を再構成するように学習し、隠れ層に圧縮された特徴表現を得る。,「エンコーダ・デコーダ」という語だけで翻訳モデルと混同しない。,オートエンコーダ;エンコード;デコード;次元削減
RB03-069,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,case,オートエンコーダ,2,1,0,1,高次元のセンサデータを、後続の異常検知に使いやすい低次元表現へ圧縮したい。入力を再構成する学習を通じて特徴表現を得る手法として最も適切なものはどれか。,オートエンコーダ,ロジスティック回帰だけ,Mini-Max法,著作権法30条の4,A,オートエンコーダは入力の再構成を通じて低次元の潜在表現を学習できる。,正解。オートエンコーダは入力の再構成を通じて低次元の潜在表現を学習できる。,不適切。ロジスティック回帰だけ はこの設問の中心概念ではない。,不適切。Mini-Max法 はこの設問の中心概念ではない。,不適切。著作権法30条の4 はこの設問の中心概念ではない。,圧縮表現を得る点を拾う。,オートエンコーダ;異常検知;圧縮表現;潜在表現
RB03-070,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,積層オートエンコーダ,1,0,0,1,複数のオートエンコーダを重ね、各層を順に学習して深いネットワークを構築するものとして最も適切なものはどれか。,ランダムフォレスト,積層オートエンコーダ,AdaBoost,ROC曲線,B,積層オートエンコーダはオートエンコーダを重ねることで深い表現を学習する。,不適切。ランダムフォレスト はこの設問の中心概念ではない。,正解。積層オートエンコーダはオートエンコーダを重ねることで深い表現を学習する。,不適切。AdaBoost はこの設問の中心概念ではない。,不適切。ROC曲線 はこの設問の中心概念ではない。,アンサンブル学習と混同しない。,積層オートエンコーダ;事前学習;ディープオートエンコーダ;特徴表現
RB03-071,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,制限付きボルツマンマシン,1,0,0,1,可視層と隠れ層からなる確率的な生成モデルで、深層信念ネットワークの構成要素として知られるものはどれか。,R-CNN,YOLO,制限付きボルツマンマシン RBM,U-Net,C,RBMは可視層と隠れ層を持つ生成モデルで、深層信念ネットワークと関連する。,不適切。R-CNN はこの設問の中心概念ではない。,不適切。YOLO はこの設問の中心概念ではない。,正解。RBMは可視層と隠れ層を持つ生成モデルで、深層信念ネットワークと関連する。,不適切。U-Net はこの設問の中心概念ではない。,画像検出・セグメンテーションモデル名との混同に注意。,制限付きボルツマンマシン;RBM;深層信念ネットワーク;生成モデル
RB03-072,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,compare,事前学習,1,0,0,1,ディープラーニングにおける事前学習の説明として最も適切なものはどれか。,テストデータを先に見て正解を覚えること,モデルを一切学習させないこと,損失関数を使わない推論だけの処理,本来のタスクの前に、別の大量データや補助タスクで有用な表現を学ばせること,D,事前学習は大規模データなどで汎用的な表現を学び、後続タスクに活用する考え方である。,不適切。テストデータを先に見て正解を覚えること はこの設問の中心概念ではない。,不適切。モデルを一切学習させないこと はこの設問の中心概念ではない。,不適切。損失関数を使わない推論だけの処理 はこの設問の中心概念ではない。,正解。事前学習は大規模データなどで汎用的な表現を学び、後続タスクに活用する考え方である。,データリーケージとはまったく違う。,事前学習;転移学習;ファインチューニング;表現学習
RB03-073,Rebuild_Set03,基礎〜標準：ディープラーニング基礎・最適化・正則化,term,転移学習,1,0,0,1,転移学習の説明として最も適切なものはどれか。,あるデータやタスクで学習済みのモデルを、別の関連タスクに活用すること,未知データをテストせずに削除すること,正解ラベルをすべてランダム化すること,個人データを第三者提供すること,A,転移学習は学習済みモデルの知識を別タスクに利用し、少量データでも性能を出しやすくする。,正解。転移学習は学習済みモデルの知識を別タスクに利用し、少量データでも性能を出しやすくする。,不適切。未知データをテストせずに削除すること はこの設問の中心概念ではない。,不適切。正解ラベルをすべてランダム化すること はこの設問の中心概念ではない。,不適切。個人データを第三者提供すること はこの設問の中心概念ではない。,事前学習済みモデルの活用と結びつける。,転移学習;事前学習済みモデル;少量データ;ファインチューニング
